Index,Date,Team1,Team2,Team1_country,Team2_country,Map,Team1_Score,Team2_Score,Event
2704,13/5/21,SKADE,Sprout,Bulgaria,Germany,Dust2,16,12,REPUBLEAGUE TIPOS Season 1
2705,13/5/21,Sprout,SKADE,Germany,Bulgaria,Train,16,11,REPUBLEAGUE TIPOS Season 1
2706,12/5/21,FaZe,G2,Europe,Europe,Inferno,8,16,Flashpoint 3
2707,12/5/21,G2,FaZe,Europe,Europe,Mirage,22,25,Flashpoint 3
2708,12/5/21,FaZe,G2,Europe,Europe,Train,14,16,Flashpoint 3
2709,12/5/21,Movistar Riders,Izako Boars,Europe,Poland,Inferno,16,7,ESEA Premier Season 37 Europe
2710,12/5/21,Izako Boars,Movistar Riders,Poland,Europe,Nuke,22,19,ESEA Premier Season 37 Europe
2711,12/5/21,Movistar Riders,Izako Boars,Europe,Poland,Vertigo,16,12,ESEA Premier Season 37 Europe
2712,12/5/21,Trident,Marlian,Russia,Ukraine,Overpass,16,4,EPIC League CIS 2021
2713,12/5/21,Marlian,Trident,Ukraine,Russia,Nuke,16,6,EPIC League CIS 2021
2714,12/5/21,Trident,Marlian,Russia,Ukraine,Train,16,8,EPIC League CIS 2021
2715,12/5/21,Sprout,Heroic,Germany,Denmark,Nuke,7,16,Flashpoint 3
2716,12/5/21,Heroic,Sprout,Denmark,Germany,Vertigo,16,7,Flashpoint 3
2717,12/5/21,SKADE,ENCE,Bulgaria,Europe,Inferno,8,16,LOOT.BET Season 9
2718,12/5/21,ENCE,SKADE,Europe,Bulgaria,Train,13,16,LOOT.BET Season 9
2719,12/5/21,ENCE,SKADE,Europe,Bulgaria,Overpass,19,16,LOOT.BET Season 9
2720,12/5/21,Copenhagen Flames,Movistar Riders,Denmark,Europe,Overpass,23,25,REPUBLEAGUE TIPOS Season 1
2721,12/5/21,Movistar Riders,Copenhagen Flames,Europe,Denmark,Inferno,16,11,REPUBLEAGUE TIPOS Season 1
2722,12/5/21,Dignitas,Young Ninjas,Sweden,Sweden,Vertigo,16,10,LOOT.BET Season 9
2723,12/5/21,Dignitas,Young Ninjas,Sweden,Sweden,Nuke,8,16,LOOT.BET Season 9
2724,12/5/21,Dignitas,Young Ninjas,Sweden,Sweden,Inferno,16,10,LOOT.BET Season 9
2725,11/5/21,fnatic,MOUZ,Sweden,Europe,Overpass,4,16,Flashpoint 3
2726,11/5/21,MOUZ,fnatic,Europe,Sweden,Inferno,16,8,Flashpoint 3
2727,11/5/21,Sinners,Endpoint,Czech Republic,United Kingdom,Overpass,16,12,ESEA Premier Season 37 Europe
2728,11/5/21,Endpoint,Sinners,United Kingdom,Czech Republic,Vertigo,10,16,ESEA Premier Season 37 Europe
2729,11/5/21,Anonymo,Movistar Riders,Poland,Europe,Mirage,16,8,ESEA Premier Season 37 Europe
2730,11/5/21,Movistar Riders,Anonymo,Europe,Poland,Nuke,16,11,ESEA Premier Season 37 Europe
2731,11/5/21,Anonymo,Movistar Riders,Poland,Europe,Inferno,16,11,ESEA Premier Season 37 Europe
2732,11/5/21,Complexity,BIG,Europe,Germany,Dust2,8,16,Flashpoint 3
2733,11/5/21,BIG,Complexity,Germany,Europe,Nuke,16,14,Flashpoint 3
2734,11/5/21,Entropiq,Endpoint,Russia,United Kingdom,Mirage,16,13,LOOT.BET Season 9
2735,11/5/21,Entropiq,Endpoint,Russia,United Kingdom,Overpass,19,22,LOOT.BET Season 9
2736,11/5/21,Endpoint,Entropiq,United Kingdom,Russia,Dust2,13,16,LOOT.BET Season 9
2737,11/5/21,Fiend,forZe,Bulgaria,Russia,Overpass,16,13,LOOT.BET Season 9
2738,11/5/21,Fiend,forZe,Bulgaria,Russia,Inferno,16,7,LOOT.BET Season 9
2739,10/5/21,OG,Astralis,Europe,Denmark,Nuke,11,16,Flashpoint 3
2740,10/5/21,Astralis,OG,Denmark,Europe,Inferno,22,19,Flashpoint 3
2741,10/5/21,Copenhagen Flames,Apeks,Denmark,Sweden,Overpass,8,16,BLAST Rising 2021
2742,10/5/21,Apeks,Copenhagen Flames,Sweden,Denmark,Nuke,7,16,BLAST Rising 2021
2743,10/5/21,Copenhagen Flames,Apeks,Denmark,Sweden,Inferno,9,16,BLAST Rising 2021
2744,10/5/21,Sangal,Fiend,Turkey,Bulgaria,Mirage,9,16,Spring Sweet Spring 2 Regionals
2745,10/5/21,Fiend,Sangal,Bulgaria,Turkey,Dust2,16,3,Spring Sweet Spring 2 Regionals
2746,10/5/21,DBL PONEY,Vitality,France,France,Inferno,16,7,Flashpoint 3
2747,10/5/21,Vitality,DBL PONEY,France,France,Nuke,5,16,Flashpoint 3
2748,10/5/21,SKADE,Anonymo,Bulgaria,Poland,Inferno,16,13,LOOT.BET Season 9
2749,10/5/21,Anonymo,SKADE,Poland,Bulgaria,Overpass,8,16,LOOT.BET Season 9
2750,10/5/21,Anonymo,SKADE,Poland,Bulgaria,Nuke,16,2,LOOT.BET Season 9
2751,10/5/21,Endpoint,LDLC,United Kingdom,France,Dust2,16,9,LOOT.BET Season 9
2752,10/5/21,LDLC,Endpoint,France,United Kingdom,Inferno,16,10,LOOT.BET Season 9
2753,10/5/21,LDLC,Endpoint,France,United Kingdom,Mirage,8,16,LOOT.BET Season 9
2754,10/5/21,Movistar Riders,Young Ninjas,Europe,Sweden,Overpass,12,16,LOOT.BET Season 9
2755,10/5/21,Young Ninjas,Movistar Riders,Sweden,Europe,Inferno,16,12,LOOT.BET Season 9
2756,9/5/21,Natus Vincere,Gambit,Russia,Russia,Train,16,12,DreamHack Masters Spring 2021
2757,9/5/21,Gambit,Natus Vincere,Russia,Russia,Dust2,12,16,DreamHack Masters Spring 2021
2758,9/5/21,Natus Vincere,Gambit,Russia,Russia,Overpass,16,7,DreamHack Masters Spring 2021
2759,9/5/21,WaitForTag,1WIN,Ukraine,Russia,Mirage,16,5,EPIC League CIS 2021 Closed Qualifier
2760,9/5/21,Marlian,K23,Ukraine,Kazakhstan,Overpass,16,9,EPIC League CIS 2021 Closed Qualifier
2761,9/5/21,Copenhagen Flames,Fiend,Denmark,Bulgaria,Mirage,20,22,LOOT.BET Season 9
2762,9/5/21,Fiend,Copenhagen Flames,Bulgaria,Denmark,Nuke,19,17,LOOT.BET Season 9
2763,8/5/21,Heroic,Natus Vincere,Denmark,Russia,Inferno,13,16,DreamHack Masters Spring 2021
2764,8/5/21,Natus Vincere,Heroic,Russia,Denmark,Nuke,16,12,DreamHack Masters Spring 2021
2765,8/5/21,Heroic,Natus Vincere,Denmark,Russia,Mirage,16,11,DreamHack Masters Spring 2021
2766,8/5/21,Wisla Krakow,AGO,Poland,Poland,Mirage,11,16,ESL Polish Championship Spring 2021
2767,8/5/21,AGO,Wisla Krakow,Poland,Poland,Dust2,19,17,ESL Polish Championship Spring 2021
2768,8/5/21,G2,Gambit,Europe,Russia,Vertigo,9,16,DreamHack Masters Spring 2021
2769,8/5/21,Gambit,G2,Russia,Europe,Inferno,16,6,DreamHack Masters Spring 2021
2770,7/5/21,FURIA,Natus Vincere,Brazil,Russia,Mirage,6,16,DreamHack Masters Spring 2021
2771,7/5/21,FURIA,Natus Vincere,Brazil,Russia,Nuke,6,16,DreamHack Masters Spring 2021
2772,7/5/21,Natus Vincere,FURIA,Russia,Brazil,Inferno,19,22,DreamHack Masters Spring 2021
2773,7/5/21,Astralis,G2,Denmark,Europe,Vertigo,8,16,DreamHack Masters Spring 2021
2774,7/5/21,G2,Astralis,Europe,Denmark,Nuke,14,16,DreamHack Masters Spring 2021
2775,7/5/21,Astralis,G2,Denmark,Europe,Train,7,16,DreamHack Masters Spring 2021
2776,7/5/21,Young Ninjas,SAW,Sweden,Portugal,Nuke,12,16,REPUBLEAGUE TIPOS Season 1
2777,7/5/21,SAW,Young Ninjas,Portugal,Sweden,Inferno,16,5,REPUBLEAGUE TIPOS Season 1
2778,7/5/21,Sprout,forZe,Germany,Russia,Mirage,13,16,REPUBLEAGUE TIPOS Season 1
2779,7/5/21,forZe,Sprout,Russia,Germany,Nuke,16,7,REPUBLEAGUE TIPOS Season 1
2780,6/5/21,AGO,Sangal,Poland,Turkey,Inferno,16,8,BLAST Rising 2021
2781,6/5/21,Sangal,AGO,Turkey,Poland,Nuke,11,16,BLAST Rising 2021
2782,6/5/21,Copenhagen Flames,Anonymo,Denmark,Poland,Mirage,16,2,REPUBLEAGUE TIPOS Season 1
2783,6/5/21,Anonymo,Copenhagen Flames,Poland,Denmark,Overpass,16,12,REPUBLEAGUE TIPOS Season 1
2784,6/5/21,Copenhagen Flames,Anonymo,Denmark,Poland,Nuke,16,11,REPUBLEAGUE TIPOS Season 1
2785,6/5/21,Tricked,AGO,Denmark,Poland,Mirage,16,11,BLAST Rising 2021
2786,6/5/21,AGO,Tricked,Poland,Denmark,Inferno,16,6,BLAST Rising 2021
2787,6/5/21,AGO,Tricked,Poland,Denmark,Nuke,14,16,BLAST Rising 2021
2788,6/5/21,SKADE,Endpoint,Bulgaria,United Kingdom,Inferno,5,16,REPUBLEAGUE TIPOS Season 1
2789,6/5/21,Endpoint,SKADE,United Kingdom,Bulgaria,Train,16,10,REPUBLEAGUE TIPOS Season 1
2790,6/5/21,Copenhagen Flames,Izako Boars,Denmark,Poland,Nuke,16,3,LOOT.BET Season 9
2791,6/5/21,Copenhagen Flames,Izako Boars,Denmark,Poland,Mirage,16,13,LOOT.BET Season 9
2792,5/5/21,Anonymo,Sinners,Poland,Czech Republic,Mirage,12,16,ESEA Premier Season 37 Europe
2793,5/5/21,Sinners,Anonymo,Czech Republic,Poland,Nuke,16,7,ESEA Premier Season 37 Europe
2794,5/5/21,Anonymo,Sinners,Poland,Czech Republic,Vertigo,16,6,ESEA Premier Season 37 Europe
2795,5/5/21,forZe,EPG Family,Russia,Russia,Dust2,16,14,Spring Sweet Spring 1
2796,5/5/21,EPG Family,forZe,Russia,Russia,Mirage,10,16,Spring Sweet Spring 1
2797,5/5/21,forZe,EPG Family,Russia,Russia,Overpass,13,16,Spring Sweet Spring 1
2798,5/5/21,FURIA,forZe,Brazil,Russia,Mirage,6,16,Spring Sweet Spring 1
2799,5/5/21,FURIA,forZe,Brazil,Russia,Nuke,16,7,Spring Sweet Spring 1
2800,5/5/21,forZe,FURIA,Russia,Brazil,Inferno,16,14,Spring Sweet Spring 1
2801,5/5/21,Anonymo,Movistar Riders,Poland,Europe,Nuke,12,16,LOOT.BET Season 9
2802,5/5/21,Anonymo,Movistar Riders,Poland,Europe,Overpass,9,16,LOOT.BET Season 9
2803,5/5/21,EPG Family,fnatic,Russia,Sweden,Train,16,8,Spring Sweet Spring 1
2804,5/5/21,fnatic,EPG Family,Sweden,Russia,Dust2,9,16,Spring Sweet Spring 1
2805,5/5/21,Endpoint,Fiend,United Kingdom,Bulgaria,Dust2,8,16,LOOT.BET Season 9
2806,5/5/21,Endpoint,Fiend,United Kingdom,Bulgaria,Overpass,16,14,LOOT.BET Season 9
2807,5/5/21,Endpoint,Fiend,United Kingdom,Bulgaria,Mirage,4,16,LOOT.BET Season 9
2808,4/5/21,Apeks,BIG,Sweden,Germany,Dust2,10,16,ESEA Premier Season 37 Europe
2809,4/5/21,Apeks,BIG,Sweden,Germany,Mirage,16,11,ESEA Premier Season 37 Europe
2810,4/5/21,BIG,Apeks,Germany,Sweden,Overpass,19,17,ESEA Premier Season 37 Europe
2811,4/5/21,Sprout,Endpoint,Germany,United Kingdom,Inferno,11,16,ESEA Premier Season 37 Europe
2812,4/5/21,Endpoint,Sprout,United Kingdom,Germany,Dust2,22,18,ESEA Premier Season 37 Europe
2813,4/5/21,Sinners,FURIA,Czech Republic,Brazil,Mirage,6,16,Spring Sweet Spring 1
2814,4/5/21,FURIA,Sinners,Brazil,Czech Republic,Vertigo,12,16,Spring Sweet Spring 1
2815,4/5/21,Sinners,FURIA,Czech Republic,Brazil,Inferno,7,16,Spring Sweet Spring 1
2816,4/5/21,forZe,Spirit,Russia,Russia,Nuke,16,8,Spring Sweet Spring 1
2817,4/5/21,Spirit,forZe,Russia,Russia,Mirage,14,16,Spring Sweet Spring 1
2818,4/5/21,fnatic,EXTREMUM,Sweden,Oceania,Inferno,16,14,Spring Sweet Spring 1
2819,4/5/21,EXTREMUM,fnatic,Oceania,Sweden,Train,16,5,Spring Sweet Spring 1
2820,4/5/21,fnatic,EXTREMUM,Sweden,Oceania,Vertigo,16,9,Spring Sweet Spring 1
2821,4/5/21,ENCE,EPG Family,Europe,Russia,Overpass,4,16,Spring Sweet Spring 1
2822,4/5/21,EPG Family,ENCE,Russia,Europe,Nuke,16,7,Spring Sweet Spring 1
2823,3/5/21,forZe,K23,Russia,Kazakhstan,Dust2,16,5,Spring Sweet Spring 1
2824,3/5/21,K23,forZe,Kazakhstan,Russia,Mirage,11,16,Spring Sweet Spring 1
2825,3/5/21,AGO,EXTREMUM,Poland,Oceania,Inferno,4,16,Spring Sweet Spring 1
2826,3/5/21,EXTREMUM,AGO,Oceania,Poland,Dust2,16,9,Spring Sweet Spring 1
2827,3/5/21,EPG Family,SKADE,Russia,Bulgaria,Overpass,16,7,Spring Sweet Spring 1
2828,3/5/21,SKADE,EPG Family,Bulgaria,Russia,Dust2,15,19,Spring Sweet Spring 1
2829,3/5/21,O PLANO,Triumph,Brazil,United States,Nuke,16,13,cs_summit 8 Open Qualifier 1
2830,3/5/21,Triumph,O PLANO,United States,Brazil,Dust2,16,19,cs_summit 8 Open Qualifier 1
2831,2/5/21,Heroic,Astralis,Denmark,Denmark,Inferno,16,6,DreamHack Masters Spring 2021
2832,2/5/21,Astralis,Heroic,Denmark,Denmark,Nuke,6,16,DreamHack Masters Spring 2021
2833,2/5/21,SAW,Movistar Riders,Portugal,Europe,Mirage,13,16,ESL Masters Spain Season 9
2834,2/5/21,Movistar Riders,SAW,Europe,Portugal,Vertigo,16,6,ESL Masters Spain Season 9
2835,2/5/21,SKADE,ENCE,Bulgaria,Europe,Mirage,16,6,European Development Championship 3
2836,2/5/21,ENCE,SKADE,Europe,Bulgaria,Overpass,16,12,European Development Championship 3
2837,2/5/21,SKADE,ENCE,Bulgaria,Europe,Dust2,16,13,European Development Championship 3
2838,2/5/21,Natus Vincere,Gambit,Russia,Russia,Mirage,13,16,DreamHack Masters Spring 2021
2839,2/5/21,Natus Vincere,Gambit,Russia,Russia,Overpass,7,16,DreamHack Masters Spring 2021
2840,2/5/21,Gambit,Natus Vincere,Russia,Russia,Dust2,8,16,DreamHack Masters Spring 2021
2841,2/5/21,Endpoint,ENCE,United Kingdom,Europe,Train,5,16,European Development Championship 3
2842,2/5/21,ENCE,Endpoint,Europe,United Kingdom,Inferno,16,11,European Development Championship 3
2843,2/5/21,Fiend,Izako Boars,Bulgaria,Poland,Inferno,16,12,LOOT.BET Season 9
2844,2/5/21,Fiend,Izako Boars,Bulgaria,Poland,Dust2,16,7,LOOT.BET Season 9
2845,2/5/21,FURIA,Vitality,Brazil,France,Nuke,19,17,DreamHack Masters Spring 2021
2846,2/5/21,Vitality,FURIA,France,Brazil,Vertigo,10,16,DreamHack Masters Spring 2021
2847,2/5/21,Sinners,SKADE,Czech Republic,Bulgaria,Inferno,12,16,European Development Championship 3
2848,2/5/21,Sinners,SKADE,Czech Republic,Bulgaria,Train,13,16,European Development Championship 3
2849,2/5/21,SKADE,Sinners,Bulgaria,Czech Republic,Nuke,15,19,European Development Championship 3
2850,2/5/21,Copenhagen Flames,Young Ninjas,Denmark,Sweden,Train,17,19,LOOT.BET Season 9
2851,2/5/21,Copenhagen Flames,Young Ninjas,Denmark,Sweden,Overpass,7,16,LOOT.BET Season 9
2852,2/5/21,Copenhagen Flames,Young Ninjas,Denmark,Sweden,Inferno,16,11,LOOT.BET Season 9
2853,1/5/21,G2,Virtus.pro,Europe,CIS,Inferno,16,8,DreamHack Masters Spring 2021
2854,1/5/21,Virtus.pro,G2,CIS,Europe,Vertigo,12,16,DreamHack Masters Spring 2021
2855,1/5/21,Sangal,Endpoint,Turkey,United Kingdom,Mirage,16,19,European Development Championship 3
2856,1/5/21,Endpoint,Sangal,United Kingdom,Turkey,Dust2,16,6,European Development Championship 3
2857,1/5/21,Complexity,FURIA,Europe,Brazil,Inferno,11,16,DreamHack Masters Spring 2021
2858,1/5/21,FURIA,Complexity,Brazil,Europe,Mirage,19,17,DreamHack Masters Spring 2021
2859,1/5/21,Sinners,Anonymo,Czech Republic,Poland,Vertigo,16,4,European Development Championship 3
2860,1/5/21,Sinners,Anonymo,Czech Republic,Poland,Nuke,13,16,European Development Championship 3
2861,1/5/21,Anonymo,Sinners,Poland,Czech Republic,Inferno,10,16,European Development Championship 3
2862,1/5/21,Sprout,ENCE,Germany,Europe,Train,9,16,European Development Championship 3
2863,1/5/21,ENCE,Sprout,Europe,Germany,Dust2,16,13,European Development Championship 3
2864,1/5/21,Movistar Riders,SKADE,Europe,Bulgaria,Inferno,12,16,LOOT.BET Season 9
2865,1/5/21,Movistar Riders,SKADE,Europe,Bulgaria,Train,14,16,LOOT.BET Season 9
2866,1/5/21,Movistar Riders,SKADE,Europe,Bulgaria,Overpass,16,12,LOOT.BET Season 9
2867,1/5/21,BIG,Vitality,Germany,France,Nuke,7,16,DreamHack Masters Spring 2021
2868,1/5/21,Vitality,BIG,France,Germany,Mirage,16,11,DreamHack Masters Spring 2021
2869,1/5/21,1WIN,SKADE,Russia,Bulgaria,Train,17,19,European Development Championship 3
2870,1/5/21,1WIN,SKADE,Russia,Bulgaria,Vertigo,16,9,European Development Championship 3
2871,1/5/21,1WIN,SKADE,Russia,Bulgaria,Overpass,10,16,European Development Championship 3
2872,30/4/21,MOUZ,Complexity,Europe,Europe,Overpass,16,8,Flashpoint 3 Closed Qualifier
2873,30/4/21,Complexity,MOUZ,Europe,Europe,Nuke,10,16,Flashpoint 3 Closed Qualifier
2874,30/4/21,MOUZ,G2,Europe,Europe,Mirage,12,16,DreamHack Masters Spring 2021
2875,30/4/21,G2,MOUZ,Europe,Europe,Vertigo,16,10,DreamHack Masters Spring 2021
2876,30/4/21,BIG,Heroic,Germany,Denmark,Nuke,12,16,DreamHack Masters Spring 2021
2877,30/4/21,Heroic,BIG,Denmark,Germany,Mirage,16,10,DreamHack Masters Spring 2021
2878,30/4/21,DBL PONEY,HAVU,France,Finland,Train,16,11,Flashpoint 3 Closed Qualifier
2879,30/4/21,HAVU,DBL PONEY,Finland,France,Dust2,20,22,Flashpoint 3 Closed Qualifier
2880,30/4/21,Complexity,Astralis,Europe,Denmark,Inferno,19,22,DreamHack Masters Spring 2021
2881,30/4/21,Astralis,Complexity,Denmark,Europe,Vertigo,16,10,DreamHack Masters Spring 2021
2882,30/4/21,Spirit,Virtus.pro,Russia,CIS,Inferno,11,16,DreamHack Masters Spring 2021
2883,30/4/21,Virtus.pro,Spirit,CIS,Russia,Train,16,11,DreamHack Masters Spring 2021
2884,30/4/21,forZe,Sinners,Russia,Czech Republic,Inferno,5,16,REPUBLEAGUE TIPOS Season 1
2885,30/4/21,Sinners,forZe,Czech Republic,Russia,Mirage,16,6,REPUBLEAGUE TIPOS Season 1
2886,30/4/21,AGO,Fiend,Poland,Bulgaria,Train,16,7,Spring Sweet Spring 1
2887,30/4/21,AGO,Fiend,Poland,Bulgaria,Dust2,16,12,Spring Sweet Spring 1
2888,30/4/21,Fiend,AGO,Bulgaria,Poland,Inferno,19,17,Spring Sweet Spring 1
2889,30/4/21,Anonymo,MOUZ,Poland,Europe,Overpass,14,16,Flashpoint 3 Closed Qualifier
2890,30/4/21,MOUZ,Anonymo,Europe,Poland,Vertigo,16,6,Flashpoint 3 Closed Qualifier
2891,30/4/21,Extra Salt,Vitality,North America,France,Nuke,7,16,DreamHack Masters Spring 2021
2892,30/4/21,Vitality,Extra Salt,France,North America,Dust2,10,16,DreamHack Masters Spring 2021
2893,30/4/21,Vitality,Extra Salt,France,North America,Overpass,16,7,DreamHack Masters Spring 2021
2894,30/4/21,paiN,FURIA,Brazil,Brazil,Mirage,12,16,DreamHack Masters Spring 2021
2895,30/4/21,FURIA,paiN,Brazil,Brazil,Nuke,16,12,DreamHack Masters Spring 2021
2896,30/4/21,Movistar Riders,Copenhagen Flames,Europe,Denmark,Inferno,16,9,LOOT.BET Season 9
2897,30/4/21,Movistar Riders,Copenhagen Flames,Europe,Denmark,Mirage,16,2,LOOT.BET Season 9
2898,30/4/21,EPG Family,Sprout,Russia,Germany,Dust2,16,6,REPUBLEAGUE TIPOS Season 1
2899,30/4/21,Sprout,EPG Family,Germany,Russia,Mirage,10,16,REPUBLEAGUE TIPOS Season 1
2900,30/4/21,Apeks,forZe,Sweden,Russia,Nuke,10,16,Spring Sweet Spring 1
2901,30/4/21,forZe,Apeks,Russia,Sweden,Overpass,16,9,Spring Sweet Spring 1
2902,30/4/21,Anonymo,Endpoint,Poland,United Kingdom,Inferno,7,16,REPUBLEAGUE TIPOS Season 1
2903,30/4/21,SKADE,Extra Salt,Bulgaria,North America,Train,16,12,Spring Sweet Spring 1
2904,30/4/21,Extra Salt,SKADE,North America,Bulgaria,Inferno,13,16,Spring Sweet Spring 1
2905,29/4/21,Sprout,Anonymo,Germany,Poland,Mirage,10,16,Flashpoint 3 Closed Qualifier
2906,29/4/21,Anonymo,Sprout,Poland,Germany,Nuke,16,4,Flashpoint 3 Closed Qualifier
2907,29/4/21,Sprout,Anonymo,Germany,Poland,Inferno,16,6,Flashpoint 3 Closed Qualifier
2908,29/4/21,MOUZ,FaZe,Europe,Europe,Overpass,19,17,DreamHack Masters Spring 2021
2909,29/4/21,FaZe,MOUZ,Europe,Europe,Nuke,5,16,DreamHack Masters Spring 2021
2910,29/4/21,MOUZ,FaZe,Europe,Europe,Mirage,7,16,DreamHack Masters Spring 2021
2911,29/4/21,Natus Vincere,Virtus.pro,Russia,CIS,Inferno,16,7,DreamHack Masters Spring 2021
2912,29/4/21,Natus Vincere,Virtus.pro,Russia,CIS,Dust2,16,10,DreamHack Masters Spring 2021
2913,29/4/21,Sprout,HAVU,Germany,Finland,Nuke,16,12,Flashpoint 3 Closed Qualifier
2914,29/4/21,Sprout,HAVU,Germany,Finland,Train,14,16,Flashpoint 3 Closed Qualifier
2915,29/4/21,HAVU,Sprout,Finland,Germany,Dust2,6,16,Flashpoint 3 Closed Qualifier
2916,29/4/21,DBL PONEY,Anonymo,France,Poland,Vertigo,14,16,Flashpoint 3 Closed Qualifier
2917,29/4/21,Anonymo,DBL PONEY,Poland,France,Nuke,16,11,Flashpoint 3 Closed Qualifier
2918,29/4/21,Fiend,Spirit,Bulgaria,Russia,Nuke,6,16,DreamHack Masters Spring 2021
2919,29/4/21,Fiend,Spirit,Bulgaria,Russia,Overpass,17,19,DreamHack Masters Spring 2021
2920,29/4/21,Spirit,Fiend,Russia,Bulgaria,Mirage,9,16,DreamHack Masters Spring 2021
2921,29/4/21,SKADE,Copenhagen Flames,Bulgaria,Denmark,Overpass,16,4,REPUBLEAGUE TIPOS Season 1
2922,29/4/21,Gambit,G2,Russia,Europe,Dust2,16,4,DreamHack Masters Spring 2021
2923,29/4/21,G2,Gambit,Europe,Russia,Train,16,13,DreamHack Masters Spring 2021
2924,29/4/21,G2,Gambit,Europe,Russia,Mirage,8,16,DreamHack Masters Spring 2021
2925,29/4/21,paiN,Heroic,Brazil,Denmark,Nuke,6,16,DreamHack Masters Spring 2021
2926,29/4/21,BIG,FURIA,Germany,Brazil,Vertigo,16,6,DreamHack Masters Spring 2021
2927,29/4/21,K23,forZe,Kazakhstan,Russia,Inferno,16,14,Spring Sweet Spring 1
2928,29/4/21,K23,forZe,Kazakhstan,Russia,Mirage,19,16,Spring Sweet Spring 1
2929,29/4/21,forZe,K23,Russia,Kazakhstan,Dust2,16,14,Spring Sweet Spring 1
2930,29/4/21,Vitality,Complexity,France,Europe,Nuke,10,16,DreamHack Masters Spring 2021
2931,29/4/21,Astralis,Extra Salt,Denmark,North America,Nuke,16,8,DreamHack Masters Spring 2021
2932,29/4/21,Virtus.pro,FaZe,CIS,Europe,Train,16,13,DreamHack Masters Spring 2021
2933,29/4/21,Natus Vincere,MOUZ,Russia,Europe,Overpass,16,14,DreamHack Masters Spring 2021
2934,29/4/21,Copenhagen Flames,SKADE,Denmark,Bulgaria,Overpass,9,16,Spring Sweet Spring 1
2935,29/4/21,SKADE,Copenhagen Flames,Bulgaria,Denmark,Nuke,16,4,Spring Sweet Spring 1
2936,29/4/21,Copenhagen Flames,SKADE,Denmark,Bulgaria,Train,19,15,Spring Sweet Spring 1
2937,29/4/21,Spirit,G2,Russia,Europe,Mirage,16,19,DreamHack Masters Spring 2021
2938,29/4/21,Gambit,Fiend,Russia,Bulgaria,Dust2,16,5,DreamHack Masters Spring 2021
2939,29/4/21,Extra Salt,Sinners,North America,Czech Republic,Nuke,4,16,Spring Sweet Spring 1
2940,29/4/21,Extra Salt,Sinners,North America,Czech Republic,Vertigo,7,16,Spring Sweet Spring 1
2941,29/4/21,Sinners,Extra Salt,Czech Republic,North America,Train,8,16,Spring Sweet Spring 1
2942,28/4/21,Complexity,MOUZ,Europe,Europe,Nuke,16,13,Flashpoint 3 Closed Qualifier
2943,28/4/21,Complexity,MOUZ,Europe,Europe,Vertigo,16,13,Flashpoint 3 Closed Qualifier
2944,28/4/21,MOUZ,Complexity,Europe,Europe,Mirage,16,12,Flashpoint 3 Closed Qualifier
2945,28/4/21,Endpoint,DBL PONEY,United Kingdom,France,Inferno,4,16,Flashpoint 3 Closed Qualifier
2946,28/4/21,Endpoint,DBL PONEY,United Kingdom,France,Overpass,13,16,Flashpoint 3 Closed Qualifier
2947,28/4/21,Endpoint,DBL PONEY,United Kingdom,France,Dust2,19,16,Flashpoint 3 Closed Qualifier
2948,28/4/21,Sprout,Dignitas,Germany,Sweden,Vertigo,16,11,Flashpoint 3 Closed Qualifier
2949,28/4/21,Sprout,Dignitas,Germany,Sweden,Nuke,7,16,Flashpoint 3 Closed Qualifier
2950,28/4/21,Dignitas,Sprout,Sweden,Germany,Dust2,6,16,Flashpoint 3 Closed Qualifier
2951,28/4/21,Tricked,Sprout,Denmark,Germany,Dust2,14,16,Flashpoint 3 Closed Qualifier
2952,28/4/21,MOUZ,G2,Europe,Europe,Dust2,10,16,IEM Summer 2021 Closed Qualifier
2953,28/4/21,G2,MOUZ,Europe,Europe,Nuke,16,8,IEM Summer 2021 Closed Qualifier
2954,28/4/21,Endpoint,SKADE,United Kingdom,Bulgaria,Inferno,16,13,Flashpoint 3 Closed Qualifier
2955,28/4/21,SKADE,Endpoint,Bulgaria,United Kingdom,Mirage,12,16,Flashpoint 3 Closed Qualifier
2956,28/4/21,Anonymo,Complexity,Poland,Europe,Nuke,11,16,Flashpoint 3 Closed Qualifier
2957,28/4/21,Complexity,Anonymo,Europe,Poland,Vertigo,16,11,Flashpoint 3 Closed Qualifier
2958,28/4/21,Anonymo,Complexity,Poland,Europe,Mirage,16,14,Flashpoint 3 Closed Qualifier
2959,28/4/21,Extra Salt,EPG Family,North America,Russia,Dust2,5,16,Spring Sweet Spring 1
2960,28/4/21,EPG Family,Extra Salt,Russia,North America,Train,22,20,Spring Sweet Spring 1
2961,28/4/21,EXTREMUM,Sinners,Oceania,Czech Republic,Mirage,16,11,Spring Sweet Spring 1
2962,28/4/21,Sinners,EXTREMUM,Czech Republic,Oceania,Inferno,17,19,Spring Sweet Spring 1
2963,28/4/21,AGO,Dignitas,Poland,Sweden,Nuke,6,16,Flashpoint 3 Closed Qualifier
2964,28/4/21,Dignitas,AGO,Sweden,Poland,Vertigo,16,8,Flashpoint 3 Closed Qualifier
2965,28/4/21,DBL PONEY,Movistar Riders,France,Europe,Inferno,16,9,Flashpoint 3 Closed Qualifier
2966,28/4/21,DBL PONEY,Movistar Riders,France,Europe,Overpass,14,16,Flashpoint 3 Closed Qualifier
