Date,Team,Won / Lost,Pistol Win,Round 2 Conversion,Round 2 Break
2021-10-28,paiN,19 - 27,41.3%,89.5%,23.1%
2021-10-28,K23,10 - 22,31.2%,60.0%,13.6%
2021-10-28,Endpoint,10 - 10,50.0%,50.0%,30.0%
2021-10-28,Complexity,7 - 15,31.8%,57.1%,28.6%
2021-10-27,FURIA,17 - 17,55.9%,81.2%,18.8%
2021-10-27,G2,19 - 17,55.6%,73.7%,37.5%
2021-10-27,Gambit,9 - 9,50.0%,75.0%,33.3%
2021-10-27,FaZe,16 - 12,57.1%,87.5%,41.7%
2021-10-27,NIP,15 - 21,41.7%,60.0%,36.8%
2021-10-27,Vitality,15 - 7,68.2%,66.7%,28.6%
2021-10-27,Liquid,13 - 11,54.2%,69.2%,18.2%
2021-10-27,Lyngby Vikings,20 - 14,58.8%,75.0%,28.6%
2021-10-27,1WIN,15 - 11,57.7%,80.0%,63.6%
2021-10-27,ENCE,31 - 25,55.4%,74.2%,24.0%
2021-10-27,fnatic,13 - 11,54.2%,92.3%,27.3%
2021-10-27,Heroic,16 - 18,47.1%,81.2%,27.8%
2021-10-27,Fiend,15 - 29,34.1%,86.7%,41.4%
2021-10-27,Sinners,7 - 11,38.9%,71.4%,45.5%
2021-10-27,OG,11 - 19,36.7%,80.0%,0.0%
2021-10-27,Virtus.pro,17 - 17,50.0%,82.4%,0.0%
2021-10-27,FunPlus Phoenix,23 - 19,54.8%,65.2%,26.3%
2021-10-27,Entropiq,13 - 21,38.2%,92.3%,15.0%
2021-10-27,Copenhagen Flames,25 - 29,46.3%,76.0%,34.5%
2021-10-27,Movistar Riders,23 - 13,63.9%,78.3%,7.7%
2021-10-27,Astralis,12 - 18,40.0%,75.0%,16.7%
2021-10-27,Dignitas,16 - 6,72.7%,68.8%,16.7%
2021-10-27,SKADE,17 - 21,44.7%,64.7%,23.8%
2021-10-27,MAD Lions,17 - 13,56.7%,70.6%,38.5%
2021-10-27,Spirit,10 - 10,50.0%,80.0%,30.0%
2021-10-27,BIG,21 - 11,62.5%,61.9%,9.1%
2021-10-27,GODSENT,19 - 23,45.2%,73.7%,26.1%
2021-10-27,paiN,17 - 25,40.5%,88.2%,25.0%
2021-10-27,Extra Salt,14 - 4,77.8%,78.6%,25.0%
2021-10-27,K23,10 - 22,31.2%,60.0%,13.6%
2021-10-27,Endpoint,10 - 10,50.0%,50.0%,30.0%
2021-10-27,DBL PONEY,10 - 8,55.6%,70.0%,25.0%
2021-10-27,Complexity,7 - 15,31.8%,57.1%,28.6%
2021-10-26,FURIA,17 - 17,55.9%,81.2%,18.8%
2021-10-26,G2,19 - 17,55.6%,73.7%,37.5%
2021-10-26,Gambit,9 - 9,50.0%,75.0%,33.3%
2021-10-26,NIP,15 - 21,41.7%,60.0%,36.8%
2021-10-26,Vitality,15 - 7,68.2%,66.7%,28.6%
2021-10-26,Liquid,13 - 11,54.2%,69.2%,18.2%
2021-10-26,FaZe,17 - 17,50.0%,81.2%,29.4%
2021-10-26,AGO,9 - 9,50.0%,66.7%,11.1%
2021-10-26,Lyngby Vikings,23 - 15,60.5%,73.9%,26.7%
2021-10-26,Heroic,13 - 15,46.4%,84.6%,33.3%
2021-10-26,1WIN,15 - 11,57.7%,80.0%,63.6%
2021-10-26,ENCE,30 - 24,55.6%,73.3%,25.0%
2021-10-26,fnatic,13 - 11,54.2%,92.3%,27.3%
2021-10-26,Virtus.pro,16 - 14,53.3%,87.5%,0.0%
2021-10-26,Fiend,15 - 29,34.1%,86.7%,41.4%
2021-10-26,Sinners,7 - 11,38.9%,71.4%,45.5%
2021-10-26,OG,11 - 19,36.7%,80.0%,0.0%
2021-10-26,FunPlus Phoenix,23 - 19,54.8%,65.2%,26.3%
2021-10-26,Entropiq,12 - 20,37.5%,91.7%,15.8%
2021-10-26,Copenhagen Flames,22 - 26,45.8%,72.7%,34.6%
2021-10-26,Movistar Riders,23 - 15,60.5%,78.3%,13.3%
2021-10-26,Dignitas,16 - 6,72.7%,68.8%,16.7%
2021-10-26,SKADE,17 - 21,44.7%,64.7%,23.8%
2021-10-26,GODSENT,23 - 25,47.9%,69.6%,24.0%
2021-10-26,MAD Lions,17 - 13,56.7%,70.6%,38.5%
2021-10-26,Extra Salt,18 - 10,64.3%,77.8%,40.0%
2021-10-26,Spirit,10 - 10,50.0%,80.0%,30.0%
2021-10-26,Astralis,10 - 16,38.5%,80.0%,12.5%
2021-10-26,paiN,17 - 25,40.5%,88.2%,25.0%
2021-10-26,BIG,20 - 10,63.3%,60.0%,10.0%
2021-10-26,Endpoint,13 - 11,54.2%,53.8%,27.3%
2021-10-26,K23,10 - 22,31.2%,60.0%,13.6%
2021-10-26,Complexity,9 - 19,32.1%,66.7%,29.4%
2021-10-26,DBL PONEY,10 - 8,55.6%,70.0%,25.0%
2021-10-25,FURIA,17 - 17,55.9%,81.2%,18.8%
2021-10-25,G2,19 - 17,55.6%,73.7%,37.5%
2021-10-25,Gambit,9 - 9,50.0%,75.0%,33.3%
2021-10-25,NIP,15 - 21,41.7%,60.0%,36.8%
2021-10-25,Vitality,15 - 7,68.2%,66.7%,28.6%
2021-10-25,Liquid,13 - 11,54.2%,69.2%,18.2%
2021-10-25,Lyngby Vikings,24 - 18,57.1%,75.0%,27.8%
2021-10-25,AGO,9 - 9,50.0%,66.7%,11.1%
2021-10-25,FaZe,17 - 19,47.2%,81.2%,26.3%
2021-10-25,1WIN,15 - 11,57.7%,80.0%,63.6%
2021-10-25,Heroic,12 - 14,46.2%,83.3%,28.6%
2021-10-25,ENCE,28 - 22,56.0%,75.0%,27.3%
2021-10-25,fnatic,13 - 11,54.2%,92.3%,27.3%
2021-10-25,Fiend,15 - 29,34.1%,86.7%,41.4%
2021-10-25,Virtus.pro,13 - 13,50.0%,92.3%,0.0%
2021-10-25,Sinners,7 - 11,38.9%,71.4%,45.5%
2021-10-25,OG,14 - 22,38.9%,84.6%,0.0%
2021-10-25,FunPlus Phoenix,23 - 19,54.8%,65.2%,26.3%
2021-10-25,Natus Vincere,11 - 11,50.0%,72.7%,18.2%
2021-10-25,Movistar Riders,20 - 14,58.8%,80.0%,14.3%
2021-10-25,GODSENT,21 - 23,47.7%,66.7%,21.7%
2021-10-25,Entropiq,10 - 18,35.7%,90.0%,17.6%
2021-10-25,Extra Salt,21 - 13,61.8%,81.0%,38.5%
2021-10-25,Astralis,9 - 13,40.9%,77.8%,15.4%
2021-10-25,Dignitas,16 - 6,72.7%,68.8%,16.7%
2021-10-25,SKADE,17 - 21,44.7%,64.7%,23.8%
2021-10-25,Copenhagen Flames,23 - 25,47.9%,69.6%,36.0%
2021-10-25,MAD Lions,17 - 13,56.7%,70.6%,38.5%
2021-10-25,Spirit,9 - 7,56.2%,77.8%,42.9%
2021-10-25,paiN,20 - 24,45.5%,85.0%,17.4%
2021-10-25,Endpoint,13 - 11,54.2%,53.8%,27.3%
2021-10-25,BIG,17 - 9,61.5%,52.9%,11.1%
2021-10-25,K23,10 - 22,31.2%,60.0%,13.6%
2021-10-25,Complexity,13 - 21,38.2%,76.9%,31.6%
2021-10-25,DBL PONEY,10 - 8,55.6%,70.0%,25.0%
2021-10-24,FURIA,17 - 17,55.9%,81.2%,18.8%
2021-10-24,G2,19 - 17,55.6%,73.7%,37.5%
2021-10-24,Gambit,9 - 9,50.0%,75.0%,33.3%
2021-10-24,NIP,15 - 21,41.7%,60.0%,36.8%
2021-10-24,Vitality,15 - 7,68.2%,66.7%,28.6%
2021-10-24,Liquid,13 - 11,54.2%,69.2%,18.2%
2021-10-24,Lyngby Vikings,26 - 20,56.5%,76.9%,30.0%
2021-10-24,AGO,9 - 9,50.0%,66.7%,11.1%
2021-10-24,1WIN,15 - 11,57.7%,80.0%,63.6%
2021-10-24,Heroic,12 - 14,46.2%,83.3%,28.6%
2021-10-24,ENCE,28 - 22,56.0%,75.0%,27.3%
2021-10-24,fnatic,13 - 11,54.2%,92.3%,27.3%
2021-10-24,FaZe,19 - 21,47.5%,77.8%,23.8%
2021-10-24,Fiend,15 - 29,34.1%,86.7%,41.4%
2021-10-24,Virtus.pro,13 - 13,50.0%,92.3%,0.0%
2021-10-24,Sinners,7 - 11,38.9%,71.4%,45.5%
2021-10-24,Natus Vincere,15 - 13,53.6%,80.0%,15.4%
2021-10-24,FunPlus Phoenix,23 - 19,54.8%,65.2%,26.3%
2021-10-24,OG,16 - 26,38.1%,86.7%,0.0%
2021-10-24,Movistar Riders,20 - 14,58.8%,80.0%,14.3%
2021-10-24,GODSENT,21 - 23,47.7%,66.7%,21.7%
2021-10-24,Entropiq,10 - 18,35.7%,90.0%,17.6%
2021-10-24,Extra Salt,21 - 13,61.8%,81.0%,38.5%
2021-10-24,Astralis,9 - 13,40.9%,77.8%,15.4%
2021-10-24,Dignitas,16 - 6,72.7%,68.8%,16.7%
2021-10-24,SKADE,17 - 21,44.7%,64.7%,23.8%
2021-10-24,Copenhagen Flames,23 - 25,47.9%,69.6%,36.0%
2021-10-24,MAD Lions,17 - 13,56.7%,70.6%,38.5%
2021-10-24,Complexity,15 - 23,39.5%,80.0%,33.3%
2021-10-24,Spirit,9 - 7,56.2%,77.8%,42.9%
2021-10-24,paiN,20 - 24,45.5%,85.0%,17.4%
2021-10-24,Endpoint,13 - 11,54.2%,53.8%,27.3%
2021-10-24,BIG,17 - 9,61.5%,52.9%,11.1%
2021-10-24,K23,12 - 24,33.3%,58.3%,12.5%
2021-10-24,DBL PONEY,10 - 8,55.6%,70.0%,25.0%
2021-10-23,FURIA,17 - 17,55.9%,81.2%,18.8%
2021-10-23,G2,19 - 17,55.6%,73.7%,37.5%
2021-10-23,Gambit,9 - 9,50.0%,75.0%,33.3%
2021-10-23,NIP,15 - 21,41.7%,60.0%,36.8%
2021-10-23,Vitality,15 - 7,68.2%,66.7%,28.6%
2021-10-23,Liquid,13 - 11,54.2%,69.2%,18.2%
2021-10-23,Lyngby Vikings,26 - 20,56.5%,76.9%,30.0%
2021-10-23,AGO,9 - 9,50.0%,66.7%,11.1%
2021-10-23,1WIN,19 - 13,59.4%,78.9%,61.5%
2021-10-23,Heroic,12 - 14,46.2%,83.3%,28.6%
2021-10-23,ENCE,28 - 22,56.0%,75.0%,27.3%
2021-10-23,fnatic,13 - 11,54.2%,92.3%,27.3%
2021-10-23,FaZe,19 - 21,47.5%,77.8%,23.8%
2021-10-23,Fiend,15 - 29,34.1%,86.7%,41.4%
2021-10-23,Virtus.pro,13 - 13,50.0%,92.3%,0.0%
2021-10-23,Natus Vincere,15 - 13,53.6%,80.0%,15.4%
2021-10-23,Sinners,9 - 15,37.5%,66.7%,40.0%
2021-10-23,FunPlus Phoenix,23 - 19,54.8%,65.2%,26.3%
2021-10-23,OG,16 - 26,38.1%,86.7%,0.0%
2021-10-23,GODSENT,23 - 25,47.9%,65.2%,24.0%
2021-10-23,Movistar Riders,20 - 14,58.8%,80.0%,14.3%
2021-10-23,Entropiq,10 - 18,35.7%,90.0%,17.6%
2021-10-23,Astralis,9 - 13,40.9%,77.8%,15.4%
2021-10-23,Dignitas,16 - 6,72.7%,68.8%,16.7%
2021-10-23,SKADE,17 - 21,44.7%,64.7%,23.8%
2021-10-23,Copenhagen Flames,23 - 25,47.9%,69.6%,36.0%
2021-10-23,Extra Salt,23 - 15,60.5%,78.3%,40.0%
2021-10-23,MAD Lions,17 - 13,56.7%,70.6%,38.5%
2021-10-23,Complexity,15 - 23,39.5%,80.0%,33.3%
2021-10-23,Spirit,9 - 7,56.2%,77.8%,42.9%
2021-10-23,paiN,20 - 24,45.5%,85.0%,17.4%
2021-10-23,Endpoint,13 - 11,54.2%,53.8%,27.3%
2021-10-23,BIG,17 - 9,61.5%,52.9%,11.1%
2021-10-23,K23,12 - 24,33.3%,58.3%,12.5%
2021-10-23,DBL PONEY,10 - 8,55.6%,70.0%,25.0%
2021-10-22,FURIA,17 - 17,55.9%,81.2%,18.8%
2021-10-22,Gambit,9 - 9,50.0%,75.0%,33.3%
2021-10-22,NIP,18 - 24,42.9%,50.0%,40.9%
2021-10-22,G2,20 - 20,52.5%,70.0%,36.8%
2021-10-22,Vitality,15 - 7,68.2%,66.7%,28.6%
2021-10-22,Liquid,13 - 11,54.2%,69.2%,18.2%
2021-10-22,AGO,9 - 9,50.0%,66.7%,11.1%
2021-10-22,1WIN,23 - 15,60.5%,73.9%,60.0%
2021-10-22,Heroic,12 - 14,46.2%,83.3%,28.6%
2021-10-22,Lyngby Vikings,27 - 23,54.0%,74.1%,34.8%
2021-10-22,Sinners,12 - 16,42.9%,58.3%,43.8%
2021-10-22,ENCE,28 - 22,56.0%,75.0%,27.3%
2021-10-22,fnatic,13 - 11,54.2%,92.3%,27.3%
2021-10-22,FaZe,19 - 21,47.5%,77.8%,23.8%
2021-10-22,Virtus.pro,13 - 13,50.0%,92.3%,0.0%
2021-10-22,Fiend,18 - 32,36.0%,88.9%,37.5%
2021-10-22,Natus Vincere,15 - 13,53.6%,80.0%,15.4%
2021-10-22,FunPlus Phoenix,23 - 19,54.8%,65.2%,26.3%
2021-10-22,OG,16 - 26,38.1%,86.7%,0.0%
2021-10-22,Movistar Riders,24 - 16,60.0%,83.3%,12.5%
2021-10-22,GODSENT,23 - 25,47.9%,65.2%,24.0%
2021-10-22,Astralis,9 - 13,40.9%,77.8%,15.4%
2021-10-22,Dignitas,16 - 6,72.7%,68.8%,16.7%
2021-10-22,Copenhagen Flames,23 - 25,47.9%,69.6%,36.0%
2021-10-22,SKADE,19 - 25,43.2%,68.4%,20.0%
2021-10-22,Extra Salt,23 - 15,60.5%,78.3%,40.0%
2021-10-22,Entropiq,12 - 22,35.3%,83.3%,23.8%
2021-10-22,MAD Lions,17 - 13,56.7%,70.6%,38.5%
2021-10-22,Complexity,15 - 23,39.5%,80.0%,33.3%
2021-10-22,Spirit,9 - 7,56.2%,77.8%,42.9%
2021-10-22,paiN,20 - 24,45.5%,85.0%,17.4%
2021-10-22,BIG,23 - 13,61.1%,52.2%,38.5%
2021-10-22,Endpoint,13 - 11,54.2%,53.8%,27.3%
2021-10-22,DBL PONEY,13 - 11,54.2%,76.9%,18.2%
2021-10-22,K23,12 - 24,33.3%,58.3%,12.5%
2021-10-21,Gambit,9 - 9,50.0%,75.0%,33.3%
2021-10-21,FURIA,19 - 21,52.5%,77.8%,20.0%
2021-10-21,G2,25 - 21,56.5%,72.0%,35.0%
2021-10-21,NIP,19 - 29,39.6%,52.6%,37.0%
2021-10-21,Vitality,15 - 7,68.2%,66.7%,28.6%
2021-10-21,Liquid,13 - 11,54.2%,69.2%,18.2%
2021-10-21,AGO,9 - 9,50.0%,66.7%,11.1%
2021-10-21,1WIN,23 - 15,60.5%,73.9%,60.0%
2021-10-21,Heroic,12 - 14,46.2%,83.3%,28.6%
2021-10-21,Sinners,16 - 18,47.1%,62.5%,44.4%
2021-10-21,Lyngby Vikings,27 - 23,54.0%,74.1%,34.8%
2021-10-21,ENCE,28 - 22,56.0%,75.0%,27.3%
2021-10-21,fnatic,13 - 11,54.2%,92.3%,27.3%
2021-10-21,Fiend,19 - 35,35.2%,89.5%,34.3%
2021-10-21,FaZe,19 - 21,47.5%,77.8%,23.8%
2021-10-21,Virtus.pro,13 - 13,50.0%,92.3%,0.0%
2021-10-21,Natus Vincere,15 - 13,53.6%,80.0%,15.4%
2021-10-21,FunPlus Phoenix,23 - 19,54.8%,65.2%,26.3%
2021-10-21,OG,16 - 26,38.1%,86.7%,0.0%
2021-10-21,Movistar Riders,24 - 16,60.0%,83.3%,12.5%
2021-10-21,GODSENT,23 - 25,47.9%,65.2%,24.0%
2021-10-21,Astralis,9 - 13,40.9%,77.8%,15.4%
2021-10-21,Copenhagen Flames,23 - 25,47.9%,69.6%,36.0%
2021-10-21,SKADE,19 - 25,43.2%,68.4%,20.0%
2021-10-21,Extra Salt,23 - 15,60.5%,78.3%,40.0%
2021-10-21,MAD Lions,17 - 13,56.7%,70.6%,38.5%
2021-10-21,Dignitas,15 - 7,68.2%,80.0%,14.3%
2021-10-21,Entropiq,12 - 18,40.0%,83.3%,17.6%
2021-10-21,Complexity,15 - 23,39.5%,80.0%,33.3%
2021-10-21,paiN,20 - 24,45.5%,85.0%,17.4%
2021-10-21,BIG,23 - 13,61.1%,52.2%,38.5%
2021-10-21,Endpoint,13 - 11,54.2%,53.8%,27.3%
2021-10-21,DBL PONEY,13 - 11,54.2%,76.9%,18.2%
2021-10-21,K23,12 - 24,33.3%,58.3%,12.5%
2021-10-20,Gambit,9 - 9,50.0%,75.0%,33.3%
2021-10-20,FURIA,19 - 21,52.5%,77.8%,20.0%
2021-10-20,NIP,22 - 30,42.3%,59.1%,35.7%
2021-10-20,G2,25 - 21,56.5%,72.0%,35.0%
2021-10-20,Vitality,15 - 7,68.2%,66.7%,28.6%
2021-10-20,Liquid,13 - 11,54.2%,69.2%,18.2%
2021-10-20,1WIN,22 - 10,68.8%,72.7%,70.0%
2021-10-20,AGO,9 - 9,50.0%,66.7%,11.1%
2021-10-20,Heroic,12 - 14,46.2%,83.3%,28.6%
2021-10-20,Sinners,16 - 18,47.1%,62.5%,44.4%
2021-10-20,Lyngby Vikings,22 - 22,50.0%,77.3%,36.4%
2021-10-20,ENCE,28 - 22,56.0%,75.0%,27.3%
2021-10-20,fnatic,13 - 11,54.2%,92.3%,27.3%
2021-10-20,Fiend,19 - 35,35.2%,89.5%,34.3%
2021-10-20,FaZe,19 - 21,47.5%,77.8%,23.8%
2021-10-20,Virtus.pro,13 - 13,50.0%,92.3%,0.0%
2021-10-20,Natus Vincere,15 - 13,53.6%,80.0%,15.4%
2021-10-20,FunPlus Phoenix,23 - 19,54.8%,65.2%,26.3%
2021-10-20,OG,16 - 26,38.1%,86.7%,0.0%
2021-10-20,Movistar Riders,24 - 16,60.0%,83.3%,12.5%
2021-10-20,GODSENT,23 - 25,47.9%,65.2%,24.0%
2021-10-20,SKADE,19 - 21,47.5%,68.4%,14.3%
2021-10-20,Astralis,9 - 13,40.9%,77.8%,15.4%
2021-10-20,Copenhagen Flames,23 - 25,47.9%,69.6%,36.0%
2021-10-20,Extra Salt,23 - 15,60.5%,78.3%,40.0%
2021-10-20,MAD Lions,17 - 13,56.7%,70.6%,38.5%
2021-10-20,Dignitas,15 - 7,68.2%,80.0%,14.3%
2021-10-20,Entropiq,12 - 18,40.0%,83.3%,17.6%
2021-10-20,Complexity,15 - 23,39.5%,80.0%,33.3%
2021-10-20,paiN,20 - 24,45.5%,85.0%,17.4%
2021-10-20,Endpoint,13 - 11,54.2%,53.8%,27.3%
2021-10-20,BIG,24 - 16,57.5%,54.2%,31.2%
2021-10-20,DBL PONEY,13 - 11,54.2%,76.9%,18.2%
2021-10-20,K23,12 - 24,33.3%,58.3%,12.5%
2021-10-19,NIP,21 - 25,45.7%,61.9%,40.0%
2021-10-19,FURIA,16 - 18,47.1%,80.0%,22.2%
2021-10-19,Gambit,9 - 9,50.0%,75.0%,33.3%
2021-10-19,Vitality,15 - 7,68.2%,66.7%,28.6%
2021-10-19,Liquid,13 - 11,54.2%,69.2%,18.2%
2021-10-19,1WIN,22 - 10,68.8%,72.7%,70.0%
2021-10-19,G2,22 - 18,55.0%,68.2%,33.3%
2021-10-19,Sinners,13 - 13,50.0%,53.8%,46.2%
2021-10-19,AGO,9 - 9,50.0%,66.7%,11.1%
2021-10-19,Heroic,12 - 14,46.2%,83.3%,28.6%
2021-10-19,Lyngby Vikings,25 - 23,52.1%,80.0%,34.8%
2021-10-19,ENCE,28 - 22,56.0%,75.0%,27.3%
2021-10-19,fnatic,13 - 11,54.2%,92.3%,27.3%
2021-10-19,Fiend,19 - 35,35.2%,89.5%,34.3%
2021-10-19,FaZe,19 - 21,47.5%,77.8%,23.8%
2021-10-19,Virtus.pro,13 - 13,50.0%,92.3%,0.0%
2021-10-19,Natus Vincere,15 - 13,53.6%,80.0%,15.4%
2021-10-19,FunPlus Phoenix,23 - 19,54.8%,65.2%,26.3%
2021-10-19,OG,16 - 26,38.1%,86.7%,0.0%
2021-10-19,Movistar Riders,24 - 16,60.0%,83.3%,12.5%
2021-10-19,GODSENT,23 - 25,47.9%,65.2%,24.0%
2021-10-19,SKADE,16 - 16,50.0%,68.8%,18.8%
2021-10-19,Astralis,9 - 13,40.9%,77.8%,15.4%
2021-10-19,Copenhagen Flames,23 - 25,47.9%,69.6%,36.0%
2021-10-19,Extra Salt,23 - 15,60.5%,78.3%,40.0%
2021-10-19,Dignitas,15 - 7,68.2%,80.0%,14.3%
2021-10-19,Entropiq,10 - 12,45.5%,90.0%,18.2%
2021-10-19,Complexity,15 - 23,39.5%,80.0%,33.3%
2021-10-19,paiN,20 - 24,45.5%,85.0%,17.4%
2021-10-19,Endpoint,14 - 14,50.0%,57.1%,21.4%
2021-10-19,DBL PONEY,13 - 11,54.2%,76.9%,18.2%
2021-10-19,MAD Lions,9 - 13,40.9%,55.6%,38.5%
2021-10-19,K23,12 - 24,33.3%,58.3%,12.5%
2021-10-19,BIG,21 - 13,61.8%,47.6%,30.8%
2021-10-18,NIP,21 - 25,45.7%,61.9%,40.0%
2021-10-18,FURIA,16 - 18,47.1%,80.0%,22.2%
2021-10-18,Gambit,9 - 9,50.0%,75.0%,33.3%
2021-10-18,1WIN,22 - 10,68.8%,72.7%,70.0%
2021-10-18,Vitality,18 - 10,64.3%,61.1%,20.0%
2021-10-18,G2,22 - 18,55.0%,68.2%,33.3%
2021-10-18,Sinners,13 - 13,50.0%,53.8%,46.2%
2021-10-18,AGO,9 - 9,50.0%,66.7%,11.1%
2021-10-18,Liquid,16 - 14,53.3%,68.8%,14.3%
2021-10-18,Heroic,12 - 14,46.2%,83.3%,28.6%
2021-10-18,Lyngby Vikings,25 - 23,52.1%,80.0%,34.8%
2021-10-18,fnatic,13 - 11,54.2%,92.3%,27.3%
2021-10-18,Fiend,19 - 35,35.2%,89.5%,34.3%
2021-10-18,FaZe,19 - 21,47.5%,77.8%,23.8%
2021-10-18,Virtus.pro,13 - 13,50.0%,92.3%,0.0%
2021-10-18,ENCE,23 - 19,54.8%,73.9%,26.3%
2021-10-18,Natus Vincere,15 - 13,53.6%,80.0%,15.4%
2021-10-18,FunPlus Phoenix,18 - 14,56.2%,66.7%,21.4%
2021-10-18,OG,16 - 26,38.1%,86.7%,0.0%
2021-10-18,Movistar Riders,24 - 16,60.0%,83.3%,12.5%
2021-10-18,GODSENT,23 - 25,47.9%,65.2%,24.0%
2021-10-18,SKADE,16 - 16,50.0%,68.8%,18.8%
2021-10-18,Astralis,15 - 19,44.1%,86.7%,26.3%
2021-10-18,Copenhagen Flames,23 - 25,47.9%,69.6%,36.0%
2021-10-18,Extra Salt,23 - 15,60.5%,78.3%,40.0%
2021-10-18,Dignitas,15 - 7,68.2%,80.0%,14.3%
2021-10-18,Entropiq,10 - 12,45.5%,90.0%,18.2%
2021-10-18,Complexity,15 - 23,39.5%,80.0%,33.3%
2021-10-18,paiN,20 - 24,45.5%,85.0%,17.4%
2021-10-18,K23,11 - 21,34.4%,54.5%,14.3%
2021-10-18,Endpoint,14 - 14,50.0%,57.1%,21.4%
2021-10-18,DBL PONEY,13 - 11,54.2%,76.9%,18.2%
2021-10-18,MAD Lions,9 - 13,40.9%,55.6%,38.5%
2021-10-18,BIG,21 - 13,61.8%,47.6%,30.8%
2021-10-17,NIP,21 - 25,45.7%,61.9%,40.0%
2021-10-17,FURIA,16 - 18,47.1%,80.0%,22.2%
2021-10-17,Gambit,9 - 9,50.0%,75.0%,33.3%
2021-10-17,Liquid,20 - 14,58.8%,70.0%,14.3%
2021-10-17,1WIN,22 - 10,68.8%,72.7%,70.0%
2021-10-17,G2,22 - 18,55.0%,68.2%,33.3%
2021-10-17,Sinners,13 - 13,50.0%,53.8%,46.2%
2021-10-17,AGO,9 - 9,50.0%,66.7%,11.1%
2021-10-17,Vitality,21 - 11,65.6%,66.7%,27.3%
2021-10-17,Heroic,12 - 14,46.2%,83.3%,28.6%
2021-10-17,Lyngby Vikings,25 - 23,52.1%,80.0%,34.8%
2021-10-17,Fiend,19 - 35,35.2%,89.5%,34.3%
2021-10-17,FaZe,19 - 21,47.5%,77.8%,23.8%
2021-10-17,Virtus.pro,13 - 13,50.0%,92.3%,0.0%
2021-10-17,ENCE,19 - 13,59.4%,73.7%,38.5%
2021-10-17,Natus Vincere,15 - 13,53.6%,80.0%,15.4%
2021-10-17,FunPlus Phoenix,12 - 10,54.5%,58.3%,20.0%
2021-10-17,OG,16 - 26,38.1%,86.7%,0.0%
2021-10-17,Movistar Riders,24 - 16,60.0%,83.3%,12.5%
2021-10-17,GODSENT,23 - 25,47.9%,65.2%,24.0%
2021-10-17,SKADE,19 - 19,50.0%,68.4%,15.8%
2021-10-17,Complexity,12 - 18,40.0%,83.3%,37.5%
2021-10-17,Copenhagen Flames,26 - 28,48.1%,73.1%,35.7%
2021-10-17,Astralis,16 - 22,42.1%,81.2%,22.7%
2021-10-17,Extra Salt,23 - 15,60.5%,78.3%,40.0%
2021-10-17,Dignitas,15 - 7,68.2%,80.0%,14.3%
2021-10-17,Entropiq,10 - 12,45.5%,90.0%,18.2%
2021-10-17,paiN,20 - 24,45.5%,85.0%,17.4%
2021-10-17,Endpoint,14 - 14,50.0%,57.1%,21.4%
2021-10-17,DBL PONEY,13 - 11,54.2%,76.9%,18.2%
2021-10-17,MAD Lions,9 - 13,40.9%,55.6%,38.5%
2021-10-17,BIG,21 - 13,61.8%,47.6%,30.8%
2021-10-17,K23,5 - 17,22.7%,60.0%,17.6%
2021-10-16,NIP,21 - 25,45.7%,61.9%,40.0%
2021-10-16,FURIA,16 - 18,47.1%,80.0%,22.2%
2021-10-16,Gambit,9 - 9,50.0%,75.0%,33.3%
2021-10-16,1WIN,22 - 10,68.8%,72.7%,70.0%
2021-10-16,G2,22 - 18,55.0%,68.2%,33.3%
2021-10-16,Sinners,13 - 13,50.0%,53.8%,46.2%
2021-10-16,AGO,9 - 9,50.0%,66.7%,11.1%
2021-10-16,Vitality,25 - 13,65.8%,72.0%,23.1%
2021-10-16,Liquid,19 - 17,52.8%,78.9%,11.8%
2021-10-16,Fiend,21 - 37,36.2%,85.7%,37.8%
2021-10-16,Lyngby Vikings,27 - 25,51.9%,74.1%,36.0%
2021-10-16,FaZe,19 - 21,47.5%,77.8%,23.8%
2021-10-16,Heroic,10 - 12,45.5%,80.0%,33.3%
2021-10-16,Virtus.pro,13 - 13,50.0%,92.3%,0.0%
2021-10-16,ENCE,19 - 13,59.4%,73.7%,38.5%
2021-10-16,Natus Vincere,15 - 13,53.6%,80.0%,15.4%
2021-10-16,OG,14 - 24,36.8%,84.6%,0.0%
2021-10-16,FunPlus Phoenix,12 - 10,54.5%,58.3%,20.0%
2021-10-16,Movistar Riders,24 - 16,60.0%,83.3%,12.5%
2021-10-16,GODSENT,23 - 25,47.9%,65.2%,24.0%
2021-10-16,Astralis,20 - 22,47.6%,85.0%,22.7%
2021-10-16,SKADE,19 - 19,50.0%,68.4%,15.8%
2021-10-16,Complexity,12 - 18,40.0%,83.3%,37.5%
2021-10-16,Copenhagen Flames,26 - 28,48.1%,73.1%,35.7%
2021-10-16,Extra Salt,27 - 17,61.4%,74.1%,41.2%
2021-10-16,Dignitas,15 - 7,68.2%,80.0%,14.3%
2021-10-16,Entropiq,10 - 12,45.5%,90.0%,18.2%
2021-10-16,paiN,22 - 28,44.0%,81.8%,22.2%
2021-10-16,MAD Lions,8 - 10,44.4%,50.0%,30.0%
2021-10-16,Endpoint,14 - 14,50.0%,57.1%,21.4%
2021-10-16,DBL PONEY,13 - 11,54.2%,76.9%,18.2%
2021-10-16,BIG,21 - 13,61.8%,47.6%,30.8%
2021-10-16,K23,5 - 17,22.7%,60.0%,17.6%
