Index,Date,Team1,Team2,Map,winner,Team1_region,Team2_region,Event_priority
4354,2021-09-02,Sangal,HellRaisers,Nuke,2,EU,EU,2
4355,2021-09-02,Sangal,HellRaisers,Train,1,EU,EU,2
4356,2021-09-02,HellRaisers,Sangal,Inferno,1,EU,EU,2
4357,2021-09-02,FunPlus Phoenix,forZe,Train,1,EU,CIS,3
4358,2021-09-02,forZe,FunPlus Phoenix,Nuke,2,CIS,EU,3
4359,2021-09-02,forZe,FunPlus Phoenix,Dust2,1,CIS,EU,3
4360,2021-09-02,Sangal,SKADE,Dust2,1,EU,EU,2
4361,2021-09-02,SKADE,Sangal,Inferno,2,EU,EU,2
4362,2021-09-02,SKADE,Sangal,Mirage,1,EU,EU,2
4363,2021-09-02,GODSENT,Gambit,Vertigo,2,SA,CIS,3
4364,2021-09-02,Gambit,GODSENT,Inferno,1,CIS,SA,3
4365,2021-09-02,ENCE,SAW,Nuke,2,EU,EU,3
4366,2021-09-02,SAW,ENCE,Train,1,EU,EU,3
4367,2021-09-02,Virtus.pro,Endpoint,Mirage,1,CIS,EU,3
4368,2021-09-02,Virtus.pro,Endpoint,Dust2,1,CIS,EU,3
4369,2021-08-02,G2,Evil Geniuses,Vertigo,1,EU,N_A,1
4370,2021-08-02,G2,Evil Geniuses,Inferno,1,EU,N_A,1
4371,2021-08-02,Budapest Five,HellRaisers,Overpass,1,EU,EU,2
4372,2021-08-02,HellRaisers,Budapest Five,Nuke,1,EU,EU,2
4373,2021-08-02,Budapest Five,HellRaisers,Train,1,EU,EU,2
4374,2021-08-02,Complexity,Vitality,Overpass,1,EU,EU,1
4375,2021-08-02,Vitality,Complexity,Mirage,2,EU,EU,1
4376,2021-08-02,Sangal,Budapest Five,Train,2,EU,EU,2
4377,2021-08-02,HellRaisers,SKADE,Inferno,1,EU,EU,2
4378,2021-08-02,Endpoint,Sangal,Mirage,1,EU,EU,3
4379,2021-08-02,Sangal,Endpoint,Inferno,2,EU,EU,3
4380,2021-08-02,GODSENT,Izako Boars,Overpass,1,SA,EU,3
4381,2021-08-02,Izako Boars,GODSENT,Nuke,1,EU,SA,3
4382,2021-08-02,GODSENT,Izako Boars,Dust2,1,SA,EU,3
4383,2021-08-02,Entropiq,forZe,Nuke,2,CIS,CIS,3
4384,2021-08-02,Entropiq,forZe,Mirage,2,CIS,CIS,3
4385,2021-08-02,forZe,Entropiq,Overpass,2,CIS,CIS,3
4386,2021-08-02,Sprout,ENCE,Train,2,EU,EU,3
4387,2021-08-02,ENCE,Sprout,Nuke,1,EU,EU,3
4388,2021-07-02,Sinners,Lyngby Vikings,Inferno,1,EU,EU,3
4389,2021-07-02,Sinners,Lyngby Vikings,Nuke,1,EU,EU,3
4390,2021-07-02,Sinners,Sangal,Mirage,1,EU,EU,3
4391,2021-07-02,Sangal,Sinners,Inferno,1,EU,EU,3
4392,2021-07-02,Sinners,Sangal,Nuke,1,EU,EU,3
4393,2021-07-02,Lyngby Vikings,HellRaisers,Inferno,1,EU,EU,3
4394,2021-07-02,Lyngby Vikings,HellRaisers,Dust2,2,EU,EU,3
4395,2021-07-02,Lyngby Vikings,HellRaisers,Nuke,1,EU,EU,3
4396,2021-06-02,BIG,NIP,Overpass,1,EU,EU,1
4397,2021-06-02,NIP,BIG,Vertigo,2,EU,EU,1
4398,2021-06-02,BIG,Astralis,Inferno,1,EU,EU,1
4399,2021-06-02,Astralis,BIG,Vertigo,2,EU,EU,1
4400,2021-06-02,Sangal,Project X,Inferno,1,EU,CIS,3
4401,2021-06-02,Project X,Sangal,Vertigo,2,CIS,EU,3
4402,2021-05-02,OG,Astralis,Inferno,2,EU,EU,1
4403,2021-05-02,Astralis,OG,Dust2,1,EU,EU,1
4404,2021-05-02,NIP,BIG,Mirage,1,EU,EU,1
4405,2021-05-02,BIG,NIP,Overpass,2,EU,EU,1
4406,2021-05-02,Dignitas,Sprout,Nuke,2,EU,EU,3
4407,2021-05-02,Sprout,Dignitas,Vertigo,2,EU,EU,3
4408,2021-05-02,Dignitas,Sprout,Dust2,2,EU,EU,3
4409,2021-05-02,EXTREMUM,forZe,Dust2,2,Oceania,CIS,3
4410,2021-05-02,EXTREMUM,forZe,Mirage,2,Oceania,CIS,3
4411,2021-05-02,forZe,EXTREMUM,Inferno,2,CIS,Oceania,3
4412,2021-05-02,Izako Boars,PACT,Nuke,1,EU,EU,3
4413,2021-05-02,PACT,Izako Boars,Dust2,2,EU,EU,3
4414,2021-04-02,OG,BIG,Dust2,2,EU,EU,1
4415,2021-04-02,BIG,OG,Inferno,1,EU,EU,1
4416,2021-04-02,NIP,Astralis,Inferno,1,EU,EU,1
4417,2021-04-02,Astralis,NIP,Overpass,2,EU,EU,1
4418,2021-04-02,Endpoint,forZe,Dust2,1,EU,CIS,3
4419,2021-04-02,forZe,Endpoint,Train,2,CIS,EU,3
4420,2021-04-02,Dignitas,Sangal,Train,2,EU,EU,3
4421,2021-04-02,Dignitas,Sangal,Dust2,2,EU,EU,3
4422,2021-04-02,Sangal,Dignitas,Nuke,2,EU,EU,3
4423,2021-04-02,EXTREMUM,GODSENT,Nuke,2,Oceania,SA,3
4424,2021-04-02,GODSENT,EXTREMUM,Dust2,1,SA,Oceania,3
4425,2021-04-02,Lyngby Vikings,Sprout,Nuke,2,EU,EU,3
4426,2021-04-02,Lyngby Vikings,Sprout,Dust2,2,EU,EU,3
4427,2021-04-02,Sprout,Lyngby Vikings,Vertigo,2,EU,EU,3
4428,2021-04-02,PACT,Sinners,Vertigo,1,EU,EU,3
4429,2021-04-02,PACT,Sinners,Inferno,2,EU,EU,3
4430,2021-04-02,Sinners,PACT,Train,2,EU,EU,3
4431,2021-04-02,Izako Boars,EC Kyiv,Overpass,1,EU,CIS,3
4432,2021-04-02,EC Kyiv,Izako Boars,Vertigo,1,CIS,EU,3
4433,2021-04-02,EC Kyiv,Izako Boars,Dust2,2,CIS,EU,3
4434,2021-03-02,Sprout,Anonymo,Mirage,1,EU,EU,2
4435,2021-03-02,Anonymo,Sprout,Nuke,2,EU,EU,2
4436,2021-03-02,forZe,Entropiq,Overpass,2,CIS,CIS,3
4437,2021-03-02,Entropiq,forZe,Mirage,1,CIS,CIS,3
4438,2021-03-02,Endpoint,ENCE,Overpass,2,EU,EU,3
4439,2021-03-02,ENCE,Endpoint,Train,1,EU,EU,3
4440,2021-03-02,Lyngby Vikings,Sangal,Inferno,2,EU,EU,3
4441,2021-03-02,Lyngby Vikings,Sangal,Dust2,2,EU,EU,3
4442,2021-03-02,Lyngby Vikings,Sangal,Vertigo,1,EU,EU,3
4443,2021-03-02,PACT,GODSENT,Inferno,2,EU,SA,3
4444,2021-03-02,GODSENT,PACT,Dust2,1,SA,EU,3
4445,2021-03-02,EXTREMUM,Izako Boars,Inferno,1,Oceania,EU,3
4446,2021-03-02,EXTREMUM,Izako Boars,Train,2,Oceania,EU,3
4447,2021-03-02,Izako Boars,EXTREMUM,Vertigo,2,EU,Oceania,3
4448,2021-03-02,EC Kyiv,Dignitas,Vertigo,2,CIS,EU,3
4449,2021-03-02,EC Kyiv,Dignitas,Overpass,2,CIS,EU,3
4450,2021-03-02,Dignitas,EC Kyiv,Dust2,2,EU,CIS,3
4451,2021-03-02,GamerLegion,Sprout,Train,2,EU,EU,3
4452,2021-03-02,GamerLegion,Sprout,Nuke,2,EU,EU,3
4453,2021-03-02,Sprout,GamerLegion,Mirage,2,EU,EU,3
4454,2021-02-02,Sprout,Nemiga,Nuke,1,EU,CIS,2
4455,2021-02-02,Sprout,Nemiga,Inferno,1,EU,CIS,2
4456,2021-02-02,Nemiga,Sprout,Dust2,1,CIS,EU,2
4457,2021-02-02,AGO,Anonymo,Inferno,2,EU,EU,2
4458,2021-02-02,Anonymo,AGO,Mirage,1,EU,EU,2
4459,2021-02-02,Lyngby Vikings,ENCE,Nuke,2,EU,EU,3
4460,2021-02-02,Lyngby Vikings,ENCE,Dust2,2,EU,EU,3
4461,2021-02-02,ENCE,Lyngby Vikings,Vertigo,2,EU,EU,3
4462,2021-02-02,Endpoint,Dignitas,Overpass,1,EU,EU,3
4463,2021-02-02,Dignitas,Endpoint,Vertigo,2,EU,EU,3
4464,2021-02-02,FaZe,OG,Cobblestone,2,EU,EU,3
4465,2021-02-02,OG,FaZe,Cache,1,EU,EU,3
4466,2021-02-02,EC Kyiv,forZe,Mirage,2,CIS,CIS,3
4467,2021-02-02,forZe,EC Kyiv,Inferno,1,CIS,CIS,3
4468,2021-02-02,EXTREMUM,Entropiq,Nuke,2,Oceania,CIS,3
4469,2021-02-02,EXTREMUM,Entropiq,Mirage,2,Oceania,CIS,3
4470,2021-02-02,Entropiq,EXTREMUM,Dust2,2,CIS,Oceania,3
4471,2021-02-02,GODSENT,Sinners,Inferno,1,SA,EU,3
4472,2021-02-02,Sinners,GODSENT,Nuke,2,EU,SA,3
4473,2021-02-02,Izako Boars,Sprout,Inferno,1,EU,EU,3
4474,2021-02-02,Sprout,Izako Boars,Train,2,EU,EU,3
4475,2021-02-02,Sangal,GamerLegion,Train,1,EU,EU,3
4476,2021-02-02,GamerLegion,Sangal,Mirage,1,EU,EU,3
4477,2021-02-02,GamerLegion,Sangal,Dust2,2,EU,EU,3
4478,2021-01-02,ENCE,Izako Boars,Train,1,EU,EU,3
4479,2021-01-02,Izako Boars,ENCE,Overpass,2,EU,EU,3
4480,2021-01-02,Sprout,EC Kyiv,Train,2,EU,CIS,3
4481,2021-01-02,EC Kyiv,Sprout,Vertigo,1,CIS,EU,3
4482,2021-01-02,Sprout,EC Kyiv,Mirage,1,EU,CIS,3
4483,2021-01-02,GamerLegion,Dignitas,Inferno,2,EU,EU,3
4484,2021-01-02,GamerLegion,Dignitas,Nuke,1,EU,EU,3
4485,2021-01-02,Dignitas,GamerLegion,Overpass,1,EU,EU,3
4486,2021-01-02,Sangal,Endpoint,Mirage,2,EU,EU,3
4487,2021-01-02,Sangal,Endpoint,Train,1,EU,EU,3
4488,2021-01-02,Sangal,Endpoint,Inferno,2,EU,EU,3
4489,2021-01-02,Sinners,forZe,Dust2,2,EU,CIS,3
4490,2021-01-02,Sinners,forZe,Mirage,2,EU,CIS,3
4491,2021-01-02,forZe,Sinners,Inferno,2,CIS,EU,3
4492,2021-01-02,PACT,Entropiq,Nuke,2,EU,CIS,3
4493,2021-01-02,Entropiq,PACT,Train,1,CIS,EU,3
4494,2021-01-02,PACT,Entropiq,Vertigo,1,EU,CIS,3
4495,2021-01-02,Lyngby Vikings,GODSENT,Dust2,1,EU,SA,3
4496,2021-01-02,GODSENT,Lyngby Vikings,Nuke,2,SA,EU,3
4497,2021-01-02,High Coast,Bad News Bears,Inferno,2,N_A,N_A,2
4498,2021-01-02,Bad News Bears,High Coast,Overpass,1,N_A,N_A,2
4499,2021-01-31,Virtus.pro,fnatic,Vertigo,1,CIS,EU,1
4500,2021-01-31,paiN,Rebirth,Dust2,1,SA,N_A,2
4501,2021-01-31,Rebirth,paiN,Nuke,2,N_A,SA,2
4502,2021-01-31,fnatic,Virtus.pro,Inferno,2,EU,CIS,1
4503,2021-01-31,SAW,Movistar Riders,Overpass,2,EU,EU,3
4504,2021-01-31,Movistar Riders,SAW,Nuke,1,EU,EU,3
4505,2021-01-31,Heroic,fnatic,Inferno,2,EU,EU,1
4506,2021-01-31,fnatic,Heroic,Mirage,1,EU,EU,1
4507,2021-01-31,FunPlus Phoenix,Spirit,Mirage,2,EU,CIS,2
4508,2021-01-31,Spirit,FunPlus Phoenix,Nuke,1,CIS,EU,2
4509,2021-01-31,Spirit,FunPlus Phoenix,Dust2,1,CIS,EU,2
4510,2021-01-31,SAW,Lyngby Vikings,Inferno,1,EU,EU,3
4511,2021-01-31,Lyngby Vikings,SAW,Nuke,1,EU,EU,3
4512,2021-01-31,SAW,Lyngby Vikings,Overpass,1,EU,EU,3
4513,2021-01-31,MOUZ,Virtus.pro,Dust2,2,EU,CIS,1
4514,2021-01-31,Virtus.pro,MOUZ,Train,1,CIS,EU,1
4515,2021-01-31,Extra Salt,Rebirth,Dust2,2,N_A,N_A,2
4516,2021-01-31,Extra Salt,Rebirth,Inferno,2,N_A,N_A,2
4517,2021-01-31,Rebirth,Extra Salt,Vertigo,2,N_A,N_A,2
4518,2021-01-30,Heroic,OG,Inferno,1,EU,EU,1
4519,2021-01-30,OG,Heroic,Nuke,2,EU,EU,1
4520,2021-01-30,Gambit,FunPlus Phoenix,Train,2,CIS,EU,2
4521,2021-01-30,FunPlus Phoenix,Gambit,Overpass,2,EU,CIS,2
4522,2021-01-30,Gambit,FunPlus Phoenix,Inferno,2,CIS,EU,2
4523,2021-01-30,fnatic,Cloud9,Overpass,1,EU,EU,1
4524,2021-01-30,fnatic,Cloud9,Inferno,1,EU,EU,1
4525,2021-01-30,Cloud9,fnatic,Vertigo,1,EU,EU,1
4526,2021-01-30,Sinners,Lyngby Vikings,Nuke,2,EU,EU,3
4527,2021-01-30,Lyngby Vikings,Sinners,Inferno,1,EU,EU,3
4528,2021-01-30,BIG,Spirit,Dust2,2,EU,CIS,2
4529,2021-01-30,Spirit,BIG,Nuke,1,CIS,EU,2
4530,2021-01-30,BIG,Spirit,Inferno,1,EU,CIS,2
4531,2021-01-30,Movistar Riders,SAW,Vertigo,1,EU,EU,3
4532,2021-01-30,SAW,Movistar Riders,Overpass,2,EU,EU,3
4533,2021-01-30,NIP,Virtus.pro,Dust2,2,EU,CIS,1
4534,2021-01-30,Virtus.pro,NIP,Mirage,1,CIS,EU,1
4535,2021-01-30,Sangal,Sinners,Inferno,2,EU,EU,3
4536,2021-01-30,Sinners,Sangal,Dust2,1,EU,EU,3
4537,2021-01-30,SAW,Lyngby Vikings,Inferno,1,EU,EU,3
4538,2021-01-30,Movistar Riders,Sangal,Train,1,EU,EU,3
4539,2021-01-30,paiN,Rebirth,Dust2,1,SA,N_A,2
4540,2021-01-30,Rebirth,paiN,Vertigo,2,N_A,SA,2
4541,2021-01-29,MOUZ,FURIA,Inferno,1,EU,SA,1
4542,2021-01-29,FURIA,MOUZ,Nuke,2,SA,EU,1
4543,2021-01-29,Sprout,Spirit,Dust2,2,EU,CIS,2
4544,2021-01-29,Sprout,Spirit,Train,1,EU,CIS,2
4545,2021-01-29,Spirit,Sprout,Nuke,1,CIS,EU,2
4546,2021-01-29,MIBR,Cloud9,Inferno,2,SA,EU,1
4547,2021-01-29,Cloud9,MIBR,Vertigo,2,EU,SA,1
4548,2021-01-29,MIBR,Cloud9,Overpass,2,SA,EU,1
4549,2021-01-29,FunPlus Phoenix,Evil Geniuses,Inferno,1,EU,N_A,2
4550,2021-01-29,Evil Geniuses,FunPlus Phoenix,Nuke,2,N_A,EU,2
4551,2021-01-29,NIP,Dignitas,Inferno,1,EU,EU,1
4552,2021-01-29,Dignitas,NIP,Vertigo,1,EU,EU,1
4553,2021-01-29,NIP,Dignitas,Train,1,EU,EU,1
4554,2021-01-29,Sinners,Sangal,Dust2,1,EU,EU,3
4555,2021-01-29,Sinners,Sangal,Inferno,1,EU,EU,3
4556,2021-01-29,Lilmix,Sinners,Vertigo,2,EU,EU,3
4557,2021-01-29,Sinners,Lilmix,Dust2,1,EU,EU,3
4558,2021-01-29,FURIA,Cloud9,Train,1,SA,EU,1
4559,2021-01-29,Cloud9,FURIA,Inferno,1,EU,SA,1
4560,2021-01-29,FURIA,Cloud9,Nuke,1,SA,EU,1
4561,2021-01-28,Sprout,forZe,Nuke,1,EU,CIS,2
4562,2021-01-28,Sprout,forZe,Mirage,2,EU,CIS,2
4563,2021-01-28,forZe,Sprout,Dust2,2,CIS,EU,2
4564,2021-01-28,HellRaisers,FunPlus Phoenix,Nuke,2,EU,EU,2
4565,2021-01-28,FunPlus Phoenix,HellRaisers,Train,1,EU,EU,2
4566,2021-01-28,MIBR,Heroic,Mirage,2,SA,EU,1
4567,2021-01-28,Heroic,MIBR,Inferno,2,EU,SA,1
4568,2021-01-28,MIBR,Heroic,Vertigo,2,SA,EU,1
4569,2021-01-28,EC Kyiv,GamerLegion,Overpass,2,CIS,EU,3
4570,2021-01-28,GamerLegion,EC Kyiv,Inferno,1,EU,CIS,3
4571,2021-01-28,Gambit,Spirit,Train,1,CIS,CIS,2
4572,2021-01-28,Spirit,Gambit,Overpass,2,CIS,CIS,2
4573,2021-01-28,Gambit,Spirit,Inferno,2,CIS,CIS,2
4574,2021-01-28,BIG,Evil Geniuses,Nuke,1,EU,N_A,2
4575,2021-01-28,BIG,Evil Geniuses,Dust2,1,EU,N_A,2
4576,2021-01-28,BIG,Evil Geniuses,Inferno,2,EU,N_A,2
4577,2021-01-28,Dignitas,OG,Dust2,2,EU,EU,1
4578,2021-01-28,OG,Dignitas,Train,1,EU,EU,1
4579,2021-01-28,Dignitas,OG,Inferno,1,EU,EU,1
4580,2021-01-28,Entropiq,Tricked,Nuke,1,CIS,EU,3
4581,2021-01-28,Entropiq,Tricked,Overpass,2,CIS,EU,3
4582,2021-01-28,Tricked,Entropiq,Mirage,2,EU,CIS,3
4583,2021-01-28,Cloud9,NIP,Train,1,EU,EU,1
4584,2021-01-28,Cloud9,NIP,Overpass,1,EU,EU,1
4585,2021-01-28,NIP,Cloud9,Dust2,1,EU,EU,1
4586,2021-01-27,Extra Salt,Rebirth,Dust2,2,N_A,N_A,2
4587,2021-01-27,Rebirth,Extra Salt,Overpass,1,N_A,N_A,2
4588,2021-01-27,Anonymo,Sangal,Mirage,1,EU,EU,2
4589,2021-01-27,Anonymo,Sangal,Vertigo,1,EU,EU,2
4590,2021-01-27,Anonymo,Sangal,Inferno,2,EU,EU,2
4591,2021-01-27,forZe,Spirit,Train,2,CIS,CIS,2
4592,2021-01-27,forZe,Spirit,Dust2,1,CIS,CIS,2
4593,2021-01-27,Spirit,forZe,Mirage,1,CIS,CIS,2
4594,2021-01-27,Sprout,Gambit,Vertigo,2,EU,CIS,2
4595,2021-01-27,Gambit,Sprout,Dust2,1,CIS,EU,2
4596,2021-01-27,Entropiq,Izako Boars,Dust2,2,CIS,EU,3
4597,2021-01-27,Entropiq,Izako Boars,Train,2,CIS,EU,3
4598,2021-01-27,Izako Boars,Entropiq,Mirage,2,EU,CIS,3
4599,2021-01-27,MIBR,FaZe,Mirage,1,SA,EU,1
4600,2021-01-27,MIBR,FaZe,Inferno,2,SA,EU,1
4601,2021-01-27,FaZe,MIBR,Dust2,2,EU,SA,1
4602,2021-01-27,Lilmix,GamerLegion,Overpass,2,EU,EU,3
4603,2021-01-27,GamerLegion,Lilmix,Mirage,1,EU,EU,3
4604,2021-01-27,Evil Geniuses,FunPlus Phoenix,Nuke,1,N_A,EU,2
4605,2021-01-27,FunPlus Phoenix,Evil Geniuses,Inferno,2,EU,N_A,2
4606,2021-01-27,HellRaisers,BIG,Mirage,2,EU,EU,2
4607,2021-01-27,BIG,HellRaisers,Inferno,1,EU,EU,2
4608,2021-01-27,Complexity,Dignitas,Train,2,EU,EU,1
4609,2021-01-27,Dignitas,Complexity,Overpass,1,EU,EU,1
4610,2021-01-27,Sangal,Sinners,Train,1,EU,EU,3
4611,2021-01-27,Sangal,Sinners,Nuke,1,EU,EU,3
4612,2021-01-27,Sinners,Sangal,Mirage,1,EU,EU,3
4613,2021-01-26,FURIA,Virtus.pro,Overpass,2,SA,CIS,1
4614,2021-01-26,Virtus.pro,FURIA,Inferno,1,CIS,SA,1
4615,2021-01-26,MOUZ,Heroic,Vertigo,1,EU,EU,1
4616,2021-01-26,Heroic,MOUZ,Train,2,EU,EU,1
4617,2021-01-26,Lyngby Vikings,Tricked,Nuke,1,EU,EU,3
4618,2021-01-26,Lyngby Vikings,Tricked,Overpass,1,EU,EU,3
4619,2021-01-26,Tricked,Lyngby Vikings,Inferno,1,EU,EU,3
4620,2021-01-26,Sinners,Izako Boars,Dust2,2,EU,EU,3
4621,2021-01-26,Sinners,Izako Boars,Train,2,EU,EU,3
4622,2021-01-26,Izako Boars,Sinners,Vertigo,2,EU,EU,3
4623,2021-01-26,fnatic,OG,Inferno,1,EU,EU,1
4624,2021-01-26,fnatic,OG,Mirage,2,EU,EU,1
4625,2021-01-26,OG,fnatic,Train,2,EU,EU,1
4626,2021-01-25,Cloud9,FURIA,Train,2,EU,SA,1
4627,2021-01-25,FURIA,Cloud9,Nuke,2,SA,EU,1
4628,2021-01-25,Cloud9,FURIA,Inferno,2,EU,SA,1
4629,2021-01-25,NIP,Virtus.pro,Inferno,2,EU,CIS,1
4630,2021-01-25,Virtus.pro,NIP,Overpass,1,CIS,EU,1
4631,2021-01-25,FaZe,MOUZ,Train,2,EU,EU,1
4632,2021-01-25,MOUZ,FaZe,Mirage,1,EU,EU,1
4633,2021-01-25,Heroic,MIBR,Vertigo,1,EU,SA,1
4634,2021-01-25,MIBR,Heroic,Overpass,2,SA,EU,1
4635,2021-01-25,Lyngby Vikings,GamerLegion,Overpass,1,EU,EU,3
4636,2021-01-25,GamerLegion,Lyngby Vikings,Vertigo,2,EU,EU,3
4637,2021-01-25,Dignitas,OG,Dust2,2,EU,EU,1
4638,2021-01-25,OG,Dignitas,Train,2,EU,EU,1
4639,2021-01-25,Dignitas,OG,Inferno,2,EU,EU,1
4640,2021-01-25,fnatic,Complexity,Mirage,1,EU,EU,1
4641,2021-01-25,Complexity,fnatic,Train,2,EU,EU,1
4642,2021-01-25,Sinners,EC Kyiv,Vertigo,1,EU,CIS,3
4643,2021-01-25,EC Kyiv,Sinners,Inferno,2,CIS,EU,3
4644,2021-01-25,EC Kyiv,Sinners,Dust2,1,CIS,EU,3
4645,2021-01-25,High Coast,Rebirth,Mirage,1,N_A,N_A,2
4646,2021-01-25,Rebirth,High Coast,Overpass,2,N_A,N_A,2
4647,2021-01-25,Bad News Bears,Rebirth,Mirage,1,N_A,N_A,2
4648,2021-01-25,Rebirth,Bad News Bears,Inferno,2,N_A,N_A,2
4649,2021-01-24,Natus Vincere,Astralis,Inferno,1,CIS,EU,1
4650,2021-01-24,Astralis,Natus Vincere,Nuke,2,EU,CIS,1
4651,2021-01-24,Vitality,Natus Vincere,Dust2,2,EU,CIS,1
4652,2021-01-24,Natus Vincere,Vitality,Overpass,2,CIS,EU,1
4653,2021-01-24,Vitality,Natus Vincere,Nuke,2,EU,CIS,1
4654,2021-01-24,Movistar Riders,x6tence,Inferno,1,EU,EU,3
4655,2021-01-24,x6tence,Movistar Riders,Overpass,1,EU,EU,3
4656,2021-01-24,Movistar Riders,x6tence,Vertigo,1,EU,EU,3
4657,2021-01-24,Tricked,ex-ETHEREAL,Dust2,2,EU,CIS,3
4658,2021-01-24,ex-ETHEREAL,Tricked,Nuke,1,CIS,EU,3
4659,2021-01-24,HellRaisers,Nexus,Inferno,1,EU,EU,3
4660,2021-01-24,Nexus,HellRaisers,Dust2,2,EU,EU,3
4661,2021-01-24,Sinners,Lilmix,Mirage,1,EU,EU,3
4662,2021-01-24,Lilmix,Sinners,Inferno,2,EU,EU,3
4663,2021-01-24,paiN,High Coast,Inferno,1,SA,N_A,2
4664,2021-01-24,High Coast,paiN,Nuke,2,N_A,SA,2
4665,2021-01-23,Nexus,ex-ETHEREAL,Nuke,2,EU,CIS,3
4666,2021-01-23,ex-ETHEREAL,Nexus,Train,1,CIS,EU,3
4667,2021-01-23,Liquid,Natus Vincere,Nuke,2,N_A,CIS,1
4668,2021-01-23,Natus Vincere,Liquid,Inferno,1,CIS,N_A,1
4669,2021-01-23,Astralis,Vitality,Inferno,1,EU,EU,1
4670,2021-01-23,Vitality,Astralis,Overpass,1,EU,EU,1
4671,2021-01-23,Astralis,Vitality,Dust2,1,EU,EU,1
4672,2021-01-23,HellRaisers,StylDunow,Train,1,EU,EU,2
4673,2021-01-23,StylDunow,HellRaisers,Dust2,2,EU,EU,2
4674,2021-01-23,HellRaisers,StylDunow,Mirage,2,EU,EU,2
4675,2021-01-23,Lyngby Vikings,Sinners,Vertigo,2,EU,EU,3
4676,2021-01-23,Lyngby Vikings,Sinners,Train,1,EU,EU,3
4677,2021-01-23,Sinners,Lyngby Vikings,Inferno,1,EU,EU,3
4678,2021-01-23,Project X,GamerLegion,Mirage,1,CIS,EU,3
4679,2021-01-23,Project X,GamerLegion,Overpass,1,CIS,EU,3
4680,2021-01-23,GamerLegion,Project X,Train,1,EU,CIS,3
4681,2021-01-23,paiN,Extra Salt,Nuke,2,SA,N_A,2
4682,2021-01-23,paiN,Extra Salt,Dust2,1,SA,N_A,2
4683,2021-01-23,Extra Salt,paiN,Inferno,1,N_A,SA,2
4684,2021-01-23,High Coast,Bad News Bears,Train,1,N_A,N_A,2
4685,2021-01-23,Bad News Bears,High Coast,Dust2,2,N_A,N_A,2
4686,2021-01-23,High Coast,Bad News Bears,Inferno,2,N_A,N_A,2
4687,2021-01-23,Bad News Bears,Extra Salt,Nuke,2,N_A,N_A,2
4688,2021-01-23,Extra Salt,Bad News Bears,Inferno,1,N_A,N_A,2
4689,2021-01-23,paiN,High Coast,Overpass,1,SA,N_A,2
4690,2021-01-23,High Coast,paiN,Nuke,2,N_A,SA,2
4691,2021-01-22,Natus Vincere,G2,Mirage,1,CIS,EU,1
4692,2021-01-22,G2,Natus Vincere,Train,2,EU,CIS,1
4693,2021-01-22,StylDunow,Anonymo,Mirage,1,EU,EU,2
4694,2021-01-22,Anonymo,StylDunow,Train,1,EU,EU,2
4695,2021-01-22,StylDunow,Anonymo,Nuke,1,EU,EU,2
4696,2021-01-22,HellRaisers,forZe,Mirage,2,EU,CIS,2
4697,2021-01-22,forZe,HellRaisers,Train,1,CIS,EU,2
4698,2021-01-22,Liquid,Evil Geniuses,Dust2,1,N_A,N_A,1
4699,2021-01-22,Liquid,Evil Geniuses,Inferno,1,N_A,N_A,1
4700,2021-01-22,HellRaisers,StylDunow,Nuke,1,EU,EU,2
4701,2021-01-22,StylDunow,HellRaisers,Dust2,1,EU,EU,2
4702,2021-01-22,HellRaisers,StylDunow,Train,1,EU,EU,2
4703,2021-01-22,Anonymo,forZe,Mirage,2,EU,CIS,2
4704,2021-01-22,forZe,Anonymo,Nuke,1,CIS,EU,2
4705,2021-01-22,Wisla Krakow,Tricked,Nuke,2,EU,EU,3
4706,2021-01-22,Tricked,Wisla Krakow,Mirage,1,EU,EU,3
4707,2021-01-22,Project X,Entropiq,Overpass,2,CIS,CIS,3
4708,2021-01-22,Project X,Entropiq,Train,1,CIS,CIS,3
4709,2021-01-22,Entropiq,Project X,Nuke,1,CIS,CIS,3
4710,2021-01-22,Liquid,Vitality,Vertigo,2,N_A,EU,1
4711,2021-01-22,Vitality,Liquid,Nuke,1,EU,N_A,1
4712,2021-01-21,SAW,Anonymo,Train,2,EU,EU,2
4713,2021-01-21,Anonymo,SAW,Inferno,1,EU,EU,2
4714,2021-01-21,G2,Astralis,Inferno,2,EU,EU,1
4715,2021-01-21,G2,Astralis,Vertigo,2,EU,EU,1
4716,2021-01-21,Astralis,G2,Dust2,2,EU,EU,1
4717,2021-01-21,Tricked,Lyngby Vikings,Nuke,1,EU,EU,3
4718,2021-01-21,Lyngby Vikings,Tricked,Overpass,2,EU,EU,3
4719,2021-01-21,Tricked,Lyngby Vikings,Vertigo,2,EU,EU,3
4720,2021-01-21,Lyngby Vikings,AGF,Overpass,1,EU,EU,3
4721,2021-01-21,AGF,Lyngby Vikings,Inferno,2,EU,EU,3
4722,2021-01-21,Natus Vincere,Complexity,Inferno,1,CIS,EU,1
4723,2021-01-21,Complexity,Natus Vincere,Nuke,2,EU,CIS,1
4724,2021-01-21,Natus Vincere,Complexity,Mirage,2,CIS,EU,1
4725,2021-01-21,SKADE,Sangal,Dust2,2,EU,EU,3
4726,2021-01-21,SKADE,Sangal,Vertigo,2,EU,EU,3
4727,2021-01-20,Evil Geniuses,FURIA,Nuke,1,N_A,SA,1
