Index,Date,Team1,Team2,Team1_country,Team2_country,Map,Team1_Score,Team2_Score,Event,Total_rounds,rnd_diff,winner,Team1_region,Team2_region,Event_priority
2532,2021-05-23,NIP,G2,Sweden,Europe,Mirage,14,16,Flashpoint 3,30,-2,2,EU,EU,3
2533,2021-05-23,NIP,G2,Sweden,Europe,Inferno,17,19,Flashpoint 3,36,-2,2,EU,EU,3
2534,2021-05-23,G2,NIP,Europe,Sweden,Dust2,12,16,Flashpoint 3,28,-4,2,EU,EU,3
2535,2021-05-23,Gambit,Nemiga,Russia,Belarus,Inferno,16,11,EPIC League CIS 2021,27,5,1,CIS,CIS,3
2536,2021-05-23,Nemiga,Gambit,Belarus,Russia,Vertigo,12,16,EPIC League CIS 2021,28,-4,2,CIS,CIS,3
2537,2021-05-23,Astralis,MOUZ,Denmark,Europe,Overpass,12,16,Flashpoint 3,28,-4,2,EU,EU,3
2538,2021-05-23,MOUZ,Astralis,Europe,Denmark,Nuke,19,17,Flashpoint 3,36,2,1,EU,EU,3
2539,2021-05-23,Young Ninjas,DBL PONEY,Sweden,France,Nuke,16,12,BLAST Rising 2021,28,4,1,EU,EU,1
2540,2021-05-23,DBL PONEY,Young Ninjas,France,Sweden,Inferno,13,16,BLAST Rising 2021,29,-3,2,EU,EU,1
2541,2021-05-23,Virtus.pro,ex-Marlian,CIS,Ukraine,Mirage,16,13,EPIC League CIS 2021,29,3,1,CIS,CIS,3
2542,2021-05-23,ex-Marlian,Virtus.pro,Ukraine,CIS,Dust2,14,16,EPIC League CIS 2021,30,-2,2,CIS,CIS,3
2543,2021-05-23,K23,Trident,Kazakhstan,Russia,Train,16,2,EPIC League CIS 2021,18,14,1,CIS,CIS,3
2544,2021-05-23,K23,Trident,Kazakhstan,Russia,Overpass,16,11,EPIC League CIS 2021,27,5,1,CIS,CIS,3
2545,2021-05-23,Trident,K23,Russia,Kazakhstan,Inferno,16,5,EPIC League CIS 2021,21,11,1,CIS,CIS,3
2546,2021-05-23,Extra Salt,Liquid,North America,United States,Inferno,16,14,cs_summit 8,30,2,1,N_A,N_A,1
2547,2021-05-23,Extra Salt,Liquid,North America,United States,Vertigo,11,16,cs_summit 8,27,-5,2,N_A,N_A,1
2548,2021-05-23,Liquid,Extra Salt,United States,North America,Nuke,12,16,cs_summit 8,28,-4,2,N_A,N_A,1
2549,2021-05-23,paiN,O PLANO,Brazil,Brazil,Overpass,16,10,cs_summit 8,26,6,1,SA,SA,1
2550,2021-05-23,O PLANO,paiN,Brazil,Brazil,Nuke,14,16,cs_summit 8,30,-2,2,SA,SA,1
2551,2021-05-22,Anonymo,DBL PONEY,Poland,France,Nuke,16,19,Flashpoint 3,35,-3,2,EU,EU,3
2552,2021-05-22,Anonymo,DBL PONEY,Poland,France,Inferno,8,16,Flashpoint 3,24,-8,2,EU,EU,3
2553,2021-05-22,DBL PONEY,Anonymo,France,Poland,Vertigo,9,16,Flashpoint 3,25,-7,2,EU,EU,3
2554,2021-05-22,Trident,GamerLegion,Russia,Sweden,Mirage,9,16,ESEA Spring 2021 Cash Cup 5 Europe,25,-7,2,CIS,EU,2
2555,2021-05-22,GamerLegion,Trident,Sweden,Russia,Train,14,16,ESEA Spring 2021 Cash Cup 5 Europe,30,-2,2,EU,CIS,2
2556,2021-05-22,Trident,GamerLegion,Russia,Sweden,Inferno,12,16,ESEA Spring 2021 Cash Cup 5 Europe,28,-4,2,CIS,EU,2
2557,2021-05-22,Virtus.pro,Entropiq,CIS,Russia,Vertigo,14,16,EPIC League CIS 2021,30,-2,2,CIS,CIS,3
2558,2021-05-22,Entropiq,Virtus.pro,Russia,CIS,Mirage,16,13,EPIC League CIS 2021,29,3,1,CIS,CIS,3
2559,2021-05-22,Sprout,BIG,Germany,Germany,Vertigo,17,19,Flashpoint 3,36,-2,2,EU,EU,3
2560,2021-05-22,Sprout,BIG,Germany,Germany,Dust2,19,17,Flashpoint 3,36,2,1,EU,EU,3
2561,2021-05-22,BIG,Sprout,Germany,Germany,Train,16,8,Flashpoint 3,24,8,1,EU,EU,3
2562,2021-05-22,Young Ninjas,Copenhagen Flames,Sweden,Denmark,Overpass,4,16,BLAST Rising 2021,20,-12,2,EU,EU,1
2563,2021-05-22,Copenhagen Flames,Young Ninjas,Denmark,Sweden,Inferno,12,16,BLAST Rising 2021,28,-4,2,EU,EU,1
2564,2021-05-22,Young Ninjas,Copenhagen Flames,Sweden,Denmark,Vertigo,4,16,BLAST Rising 2021,20,-12,2,EU,EU,1
2565,2021-05-22,1WIN,Marlian,Russia,Ukraine,Mirage,18,22,EPIC League CIS 2021,40,-4,2,CIS,CIS,3
2566,2021-05-22,Marlian,1WIN,Ukraine,Russia,Nuke,8,16,EPIC League CIS 2021,24,-8,2,CIS,CIS,3
2567,2021-05-22,1WIN,Marlian,Russia,Ukraine,Train,16,19,EPIC League CIS 2021,35,-3,2,CIS,CIS,3
2568,2021-05-22,Bad News Bears,Liquid,United States,United States,Overpass,12,16,cs_summit 8,28,-4,2,N_A,N_A,1
2569,2021-05-22,Bad News Bears,Liquid,United States,United States,Inferno,16,13,cs_summit 8,29,3,1,N_A,N_A,1
2570,2021-05-22,Liquid,Bad News Bears,United States,United States,Mirage,16,9,cs_summit 8,25,7,1,N_A,N_A,1
2571,2021-05-22,FURIA,O PLANO,Brazil,Brazil,Mirage,8,16,cs_summit 8,24,-8,2,SA,SA,1
2572,2021-05-22,O PLANO,FURIA,Brazil,Brazil,Vertigo,16,8,cs_summit 8,24,8,1,SA,SA,1
2573,2021-05-21,Complexity,Heroic,Europe,Denmark,Nuke,8,16,Flashpoint 3,24,-8,2,EU,EU,3
2574,2021-05-21,Heroic,Complexity,Denmark,Europe,Mirage,22,18,Flashpoint 3,40,4,1,EU,EU,3
2575,2021-05-21,Copenhagen Flames,LDLC,Denmark,France,Nuke,19,16,BLAST Rising 2021,35,3,1,EU,EU,1
2576,2021-05-21,LDLC,Copenhagen Flames,France,Denmark,Vertigo,11,16,BLAST Rising 2021,27,-5,2,EU,EU,1
2577,2021-05-21,Vitality,FunPlus Phoenix,France,Europe,Vertigo,16,10,Flashpoint 3,26,6,1,EU,EU,3
2578,2021-05-21,Vitality,FunPlus Phoenix,France,Europe,Inferno,16,12,Flashpoint 3,28,4,1,EU,EU,3
2579,2021-05-21,Vitality,FunPlus Phoenix,France,Europe,Dust2,13,16,Flashpoint 3,29,-3,2,EU,EU,3
2580,2021-05-21,Natus Vincere,Gambit,Russia,Russia,Train,16,10,EPIC League CIS 2021,26,6,1,CIS,CIS,3
2581,2021-05-21,Gambit,Natus Vincere,Russia,Russia,Dust2,14,16,EPIC League CIS 2021,30,-2,2,CIS,CIS,3
2582,2021-05-21,Sangal,Izako Boars,Turkey,Poland,Nuke,19,22,Spring Sweet Spring 2 Regionals,41,-3,2,EU,EU,3
2583,2021-05-21,Izako Boars,Sangal,Poland,Turkey,Dust2,16,7,Spring Sweet Spring 2 Regionals,23,9,1,EU,EU,3
2584,2021-05-21,Akuma,K23,Ukraine,Kazakhstan,Dust2,16,13,EPIC League CIS 2021,29,3,1,CIS,CIS,3
2585,2021-05-21,K23,Akuma,Kazakhstan,Ukraine,Vertigo,12,16,EPIC League CIS 2021,28,-4,2,CIS,CIS,3
2586,2021-05-21,Young Ninjas,SKADE,Sweden,Bulgaria,Overpass,16,10,BLAST Rising 2021,26,6,1,EU,EU,1
2587,2021-05-21,SKADE,Young Ninjas,Bulgaria,Sweden,Mirage,9,16,BLAST Rising 2021,25,-7,2,EU,EU,1
2588,2021-05-21,Extra Salt,EXTREMUM,North America,Oceania,Vertigo,16,12,cs_summit 8,28,4,1,N_A,Oceania,1
2589,2021-05-21,EXTREMUM,Extra Salt,Oceania,North America,Nuke,13,16,cs_summit 8,29,-3,2,Oceania,N_A,1
2590,2021-05-21,Evil Geniuses,paiN,North America,Brazil,Inferno,11,16,cs_summit 8,27,-5,2,N_A,SA,1
2591,2021-05-21,Evil Geniuses,paiN,North America,Brazil,Vertigo,16,12,cs_summit 8,28,4,1,N_A,SA,1
2592,2021-05-21,paiN,Evil Geniuses,Brazil,North America,Nuke,16,11,cs_summit 8,27,5,1,SA,N_A,1
2593,2021-05-20,NIP,FunPlus Phoenix,Sweden,Europe,Inferno,19,17,Flashpoint 3,36,2,1,EU,EU,3
2594,2021-05-20,FunPlus Phoenix,NIP,Europe,Sweden,Mirage,12,16,Flashpoint 3,28,-4,2,EU,EU,3
2595,2021-05-20,Nordavind,DBL PONEY,Europe,France,Dust2,14,16,BLAST Rising 2021,30,-2,2,EU,EU,1
2596,2021-05-20,DBL PONEY,Nordavind,France,Europe,Vertigo,16,8,BLAST Rising 2021,24,8,1,EU,EU,1
2597,2021-05-20,Gambit,Trident,Russia,Russia,Inferno,16,5,EPIC League CIS 2021,21,11,1,CIS,CIS,3
2598,2021-05-20,Trident,Gambit,Russia,Russia,Mirage,12,16,EPIC League CIS 2021,28,-4,2,CIS,CIS,3
2599,2021-05-20,Heroic,G2,Denmark,Europe,Mirage,7,16,Flashpoint 3,23,-9,2,EU,EU,3
2600,2021-05-20,G2,Heroic,Europe,Denmark,Nuke,14,16,Flashpoint 3,30,-2,2,EU,EU,3
2601,2021-05-20,Heroic,G2,Denmark,Europe,Inferno,11,16,Flashpoint 3,27,-5,2,EU,EU,3
2602,2021-05-20,forZe,SAW,Russia,Portugal,Inferno,11,16,REPUBLEAGUE TIPOS Season 1,27,-5,2,CIS,EU,2
2603,2021-05-20,forZe,SAW,Russia,Portugal,Nuke,16,12,REPUBLEAGUE TIPOS Season 1,28,4,1,CIS,EU,2
2604,2021-05-20,forZe,SAW,Russia,Portugal,Dust2,12,16,REPUBLEAGUE TIPOS Season 1,28,-4,2,CIS,EU,2
2605,2021-05-20,Wisla Krakow,Sangal,Poland,Turkey,Vertigo,25,22,Spring Sweet Spring 2 Regionals,47,3,1,EU,EU,3
2606,2021-05-20,Wisla Krakow,Sangal,Poland,Turkey,Mirage,16,8,Spring Sweet Spring 2 Regionals,24,8,1,EU,EU,3
2607,2021-05-20,Endpoint,SKADE,United Kingdom,Bulgaria,Train,13,16,REPUBLEAGUE TIPOS Season 1,29,-3,2,EU,EU,2
2608,2021-05-20,SKADE,Endpoint,Bulgaria,United Kingdom,Dust2,16,9,REPUBLEAGUE TIPOS Season 1,25,7,1,EU,EU,2
2609,2021-05-19,AGO,SKADE,Poland,Bulgaria,Train,8,16,BLAST Rising 2021,24,-8,2,EU,EU,1
2610,2021-05-19,SKADE,AGO,Bulgaria,Poland,Dust2,16,13,BLAST Rising 2021,29,3,1,EU,EU,1
2611,2021-05-19,BIG,MOUZ,Germany,Europe,Nuke,11,16,Flashpoint 3,27,-5,2,EU,EU,3
2612,2021-05-19,MOUZ,BIG,Europe,Germany,Mirage,16,5,Flashpoint 3,21,11,1,EU,EU,3
2613,2021-05-19,Entropiq,Spirit,Russia,Russia,Dust2,8,16,EPIC League CIS 2021,24,-8,2,CIS,CIS,3
2614,2021-05-19,Spirit,Entropiq,Russia,Russia,Overpass,16,7,EPIC League CIS 2021,23,9,1,CIS,CIS,3
2615,2021-05-19,DBL PONEY,Astralis,France,Denmark,Nuke,13,16,Flashpoint 3,29,-3,2,EU,EU,3
2616,2021-05-19,Astralis,DBL PONEY,Denmark,France,Vertigo,16,13,Flashpoint 3,29,3,1,EU,EU,3
2617,2021-05-19,Nemiga,SAW,Belarus,Portugal,Nuke,7,16,ESEA Premier Season 37 Europe,23,-9,2,CIS,EU,2
2618,2021-05-19,SAW,Nemiga,Portugal,Belarus,Inferno,16,5,ESEA Premier Season 37 Europe,21,11,1,EU,CIS,2
2619,2021-05-19,Wisla Krakow,1WIN,Poland,Russia,Nuke,21,25,Spring Sweet Spring 2 Regionals,46,-4,2,EU,CIS,3
2620,2021-05-19,1WIN,Wisla Krakow,Russia,Poland,Train,16,8,Spring Sweet Spring 2 Regionals,24,8,1,CIS,EU,3
2621,2021-05-19,Sinners,Movistar Riders,Czech Republic,Europe,Mirage,16,13,REPUBLEAGUE TIPOS Season 1,29,3,1,EU,EU,2
2622,2021-05-19,Movistar Riders,Sinners,Europe,Czech Republic,Vertigo,11,16,REPUBLEAGUE TIPOS Season 1,27,-5,2,EU,EU,2
2623,2021-05-19,Virtus.pro,forZe,CIS,Russia,Inferno,11,16,EPIC League CIS 2021,27,-5,2,CIS,CIS,3
2624,2021-05-19,Virtus.pro,forZe,CIS,Russia,Mirage,4,16,EPIC League CIS 2021,20,-12,2,CIS,CIS,3
2625,2021-05-19,forZe,Virtus.pro,Russia,CIS,Dust2,14,16,EPIC League CIS 2021,30,-2,2,CIS,CIS,3
2626,2021-05-19,HYENAS,Anonymo,Denmark,Poland,Mirage,14,16,Flashpoint 3,30,-2,2,EU,EU,3
2627,2021-05-19,HYENAS,Anonymo,Denmark,Poland,Overpass,16,9,Flashpoint 3,25,7,1,EU,EU,3
2628,2021-05-19,HYENAS,Anonymo,Denmark,Poland,Nuke,14,16,Flashpoint 3,30,-2,2,EU,EU,3
2629,2021-05-19,Entropiq,Young Ninjas,Russia,Sweden,Mirage,11,16,REPUBLEAGUE TIPOS Season 1,27,-5,2,CIS,EU,2
2630,2021-05-19,Young Ninjas,Entropiq,Sweden,Russia,Train,22,20,REPUBLEAGUE TIPOS Season 1,42,2,1,EU,CIS,2
2631,2021-05-19,Tricked,Copenhagen Flames,Denmark,Denmark,Nuke,11,16,BLAST Rising 2021,27,-5,2,EU,EU,1
2632,2021-05-19,Tricked,Copenhagen Flames,Denmark,Denmark,Dust2,16,14,BLAST Rising 2021,30,2,1,EU,EU,1
2633,2021-05-19,Tricked,Copenhagen Flames,Denmark,Denmark,Inferno,11,16,BLAST Rising 2021,27,-5,2,EU,EU,1
2634,2021-05-19,1WIN,Akuma,Russia,Ukraine,Mirage,5,16,EPIC League CIS 2021,21,-11,2,CIS,CIS,3
2635,2021-05-19,Akuma,1WIN,Ukraine,Russia,Overpass,16,12,EPIC League CIS 2021,28,4,1,CIS,CIS,3
2636,2021-05-19,GamerLegion,Izako Boars,Sweden,Poland,Inferno,16,5,Spring Sweet Spring 2 Regionals,21,11,1,EU,EU,3
2637,2021-05-19,GamerLegion,Izako Boars,Sweden,Poland,Mirage,16,5,Spring Sweet Spring 2 Regionals,21,11,1,EU,EU,3
2638,2021-05-18,NIP,Anonymo,Sweden,Poland,Mirage,16,14,Flashpoint 3,30,2,1,EU,EU,3
2639,2021-05-18,K23,Nemiga,Kazakhstan,Belarus,Dust2,16,12,EPIC League CIS 2021,28,4,1,CIS,CIS,3
2640,2021-05-18,K23,Nemiga,Kazakhstan,Belarus,Inferno,16,11,EPIC League CIS 2021,27,5,1,CIS,CIS,3
2641,2021-05-18,LDLC,Wisla Krakow,France,Poland,Vertigo,11,16,ESEA Premier Season 37 Europe,27,-5,2,EU,EU,2
2642,2021-05-18,LDLC,Wisla Krakow,France,Poland,Train,5,16,ESEA Premier Season 37 Europe,21,-11,2,EU,EU,2
2643,2021-05-18,GamerLegion,Sangal,Sweden,Turkey,Mirage,6,16,ESEA Premier Season 37 Europe,22,-10,2,EU,EU,2
2644,2021-05-18,GamerLegion,Sangal,Sweden,Turkey,Inferno,8,16,ESEA Premier Season 37 Europe,24,-8,2,EU,EU,2
2645,2021-05-18,Sinners,Movistar Riders,Czech Republic,Europe,Nuke,16,11,ESEA Premier Season 37 Europe,27,5,1,EU,EU,2
2646,2021-05-18,Sinners,Movistar Riders,Czech Republic,Europe,Inferno,16,13,ESEA Premier Season 37 Europe,29,3,1,EU,EU,2
2647,2021-05-18,BIG,SAW,Germany,Portugal,Vertigo,14,16,ESEA Premier Season 37 Europe,30,-2,2,EU,EU,2
2648,2021-05-18,BIG,SAW,Germany,Portugal,Nuke,13,16,ESEA Premier Season 37 Europe,29,-3,2,EU,EU,2
2649,2021-05-18,AGO,Endpoint,Poland,United Kingdom,Inferno,16,11,ESEA Premier Season 37 Europe,27,5,1,EU,EU,2
2650,2021-05-18,Movistar Riders,Sinners,Europe,Czech Republic,Vertigo,19,17,ESEA Premier Season 37 Europe,36,2,1,EU,EU,2
2651,2021-05-18,BIG,SAW,Germany,Portugal,Dust2,16,8,ESEA Premier Season 37 Europe,24,8,1,EU,EU,2
2652,2021-05-18,Endpoint,AGO,United Kingdom,Poland,Dust2,12,16,ESEA Premier Season 37 Europe,28,-4,2,EU,EU,2
2653,2021-05-18,Fiend,Izako Boars,Bulgaria,Poland,Train,16,4,Spring Sweet Spring 2 Regionals,20,12,1,EU,EU,3
2654,2021-05-18,Izako Boars,Fiend,Poland,Bulgaria,Mirage,5,16,Spring Sweet Spring 2 Regionals,21,-11,2,EU,EU,3
2655,2021-05-18,Lyngby Vikings,Wisla Krakow,Denmark,Poland,Mirage,19,22,Spring Sweet Spring 2 Regionals,41,-3,2,EU,EU,3
2656,2021-05-18,Wisla Krakow,Lyngby Vikings,Poland,Denmark,Inferno,16,13,Spring Sweet Spring 2 Regionals,29,3,1,EU,EU,3
2657,2021-05-18,Sangal,1WIN,Turkey,Russia,Dust2,14,16,Spring Sweet Spring 2 Regionals,30,-2,2,EU,CIS,3
2658,2021-05-18,Sangal,1WIN,Turkey,Russia,Nuke,12,16,Spring Sweet Spring 2 Regionals,28,-4,2,EU,CIS,3
2659,2021-05-17,Gambit,Spirit,Russia,Russia,Dust2,14,16,EPIC League CIS 2021,30,-2,2,CIS,CIS,3
2660,2021-05-17,Spirit,Gambit,Russia,Russia,Mirage,16,5,EPIC League CIS 2021,21,11,1,CIS,CIS,3
2661,2021-05-17,Bad News Bears,paiN,United States,Brazil,Nuke,1,16,cs_summit 8 Closed Qualifier,17,-15,2,N_A,SA,2
2662,2021-05-17,paiN,Bad News Bears,Brazil,United States,Mirage,16,12,cs_summit 8 Closed Qualifier,28,4,1,SA,N_A,2
2663,2021-05-17,O PLANO,Extra Salt,Brazil,North America,Nuke,9,16,cs_summit 8 Closed Qualifier,25,-7,2,SA,N_A,2
2664,2021-05-17,Extra Salt,O PLANO,North America,Brazil,Inferno,16,10,cs_summit 8 Closed Qualifier,26,6,1,N_A,SA,2
2665,2021-05-16,forZe,Nemiga,Russia,Belarus,Dust2,16,13,EPIC League CIS 2021,29,3,1,CIS,CIS,3
2666,2021-05-16,Nemiga,forZe,Belarus,Russia,Mirage,12,16,EPIC League CIS 2021,28,-4,2,CIS,CIS,3
2667,2021-05-16,forZe,Nemiga,Russia,Belarus,Overpass,12,16,EPIC League CIS 2021,28,-4,2,CIS,CIS,3
2668,2021-05-16,Sprout,FaZe,Germany,Europe,Train,16,10,Flashpoint 3,26,6,1,EU,EU,3
2669,2021-05-16,FaZe,Sprout,Europe,Germany,Dust2,14,16,Flashpoint 3,30,-2,2,EU,EU,3
2670,2021-05-16,Sprout,FaZe,Germany,Europe,Mirage,10,16,Flashpoint 3,26,-6,2,EU,EU,3
2671,2021-05-16,Natus Vincere,Entropiq,Russia,Russia,Overpass,17,19,EPIC League CIS 2021,36,-2,2,CIS,CIS,3
2672,2021-05-16,Entropiq,Natus Vincere,Russia,Russia,Nuke,16,8,EPIC League CIS 2021,24,8,1,CIS,CIS,3
2673,2021-05-16,Sangal,Apeks,Turkey,Sweden,Inferno,16,8,Elisa Invitational Summer 2021 Regionals,24,8,1,EU,EU,3
2674,2021-05-16,Apeks,Sangal,Sweden,Turkey,Dust2,11,16,Elisa Invitational Summer 2021 Regionals,27,-5,2,EU,EU,3
2675,2021-05-15,Complexity,fnatic,Europe,Sweden,Inferno,16,10,Flashpoint 3,26,6,1,EU,EU,3
2676,2021-05-15,fnatic,Complexity,Sweden,Europe,Mirage,12,16,Flashpoint 3,28,-4,2,EU,EU,3
2677,2021-05-15,Anonymo,AGO,Poland,Poland,Mirage,11,16,ESL Polish Championship Spring 2021,27,-5,2,EU,EU,3
2678,2021-05-15,AGO,Anonymo,Poland,Poland,Nuke,13,16,ESL Polish Championship Spring 2021,29,-3,2,EU,EU,3
2679,2021-05-15,Anonymo,AGO,Poland,Poland,Inferno,6,16,ESL Polish Championship Spring 2021,22,-10,2,EU,EU,3
2680,2021-05-15,Vitality,OG,France,Europe,Inferno,16,13,Flashpoint 3,29,3,1,EU,EU,3
2681,2021-05-15,OG,Vitality,Europe,France,Dust2,7,16,Flashpoint 3,23,-9,2,EU,EU,3
2682,2021-05-15,Marlian,K23,Ukraine,Kazakhstan,Inferno,6,16,EPIC League CIS 2021,22,-10,2,CIS,CIS,3
2683,2021-05-15,K23,Marlian,Kazakhstan,Ukraine,Mirage,16,5,EPIC League CIS 2021,21,11,1,CIS,CIS,3
2684,2021-05-15,Triumph,O PLANO,United States,Brazil,Train,7,16,cs_summit 8 Closed Qualifier,23,-9,2,N_A,SA,2
2685,2021-05-15,Triumph,O PLANO,United States,Brazil,Dust2,13,16,cs_summit 8 Closed Qualifier,29,-3,2,N_A,SA,2
2686,2021-05-15,O PLANO,Triumph,Brazil,United States,Nuke,13,16,cs_summit 8 Closed Qualifier,29,-3,2,SA,N_A,2
2687,2021-05-14,1WIN,Nemiga,Russia,Belarus,Vertigo,10,16,EPIC League CIS 2021,26,-6,2,CIS,CIS,3
2688,2021-05-14,Nemiga,1WIN,Belarus,Russia,Dust2,13,16,EPIC League CIS 2021,29,-3,2,CIS,CIS,3
2689,2021-05-14,Nemiga,1WIN,Belarus,Russia,Nuke,19,16,EPIC League CIS 2021,35,3,1,CIS,CIS,3
2690,2021-05-14,NIP,Anonymo,Sweden,Poland,Nuke,13,16,Flashpoint 3,29,-3,2,EU,EU,3
2691,2021-05-14,Anonymo,NIP,Poland,Sweden,Overpass,3,16,Flashpoint 3,19,-13,2,EU,EU,3
2692,2021-05-14,Akuma,Gambit,Ukraine,Russia,Vertigo,4,16,EPIC League CIS 2021,20,-12,2,CIS,CIS,3
2693,2021-05-14,Akuma,Gambit,Ukraine,Russia,Mirage,23,25,EPIC League CIS 2021,48,-2,2,CIS,CIS,3
2694,2021-05-14,Fiend,ENCE,Bulgaria,Europe,Train,6,16,LOOT.BET Season 9,22,-10,2,EU,EU,3
2695,2021-05-14,ENCE,Fiend,Europe,Bulgaria,Overpass,16,6,LOOT.BET Season 9,22,10,1,EU,EU,3
2696,2021-05-13,K23,Virtus.pro,Kazakhstan,CIS,Dust2,10,16,EPIC League CIS 2021,26,-6,2,CIS,CIS,3
2697,2021-05-13,K23,Virtus.pro,Kazakhstan,CIS,Mirage,10,16,EPIC League CIS 2021,26,-6,2,CIS,CIS,3
2698,2021-05-13,ENCE,Dignitas,Europe,Sweden,Train,16,11,LOOT.BET Season 9,27,5,1,EU,EU,3
2699,2021-05-13,Dignitas,ENCE,Sweden,Europe,Nuke,8,16,LOOT.BET Season 9,24,-8,2,EU,EU,3
2700,2021-05-13,Fiend,Entropiq,Bulgaria,Russia,Overpass,16,11,LOOT.BET Season 9,27,5,1,EU,CIS,3
2701,2021-05-13,Fiend,Entropiq,Bulgaria,Russia,Mirage,16,14,LOOT.BET Season 9,30,2,1,EU,CIS,3
2702,2021-05-13,Entropiq,Fiend,Russia,Bulgaria,Dust2,16,11,LOOT.BET Season 9,27,5,1,CIS,EU,3
2703,2021-05-13,Sprout,SKADE,Germany,Bulgaria,Mirage,8,16,REPUBLEAGUE TIPOS Season 1,24,-8,2,EU,EU,2
2704,2021-05-13,SKADE,Sprout,Bulgaria,Germany,Dust2,16,12,REPUBLEAGUE TIPOS Season 1,28,4,1,EU,EU,2
2705,2021-05-13,Sprout,SKADE,Germany,Bulgaria,Train,16,11,REPUBLEAGUE TIPOS Season 1,27,5,1,EU,EU,2
2706,2021-05-12,FaZe,G2,Europe,Europe,Inferno,8,16,Flashpoint 3,24,-8,2,EU,EU,3
2707,2021-05-12,G2,FaZe,Europe,Europe,Mirage,22,25,Flashpoint 3,47,-3,2,EU,EU,3
2708,2021-05-12,FaZe,G2,Europe,Europe,Train,14,16,Flashpoint 3,30,-2,2,EU,EU,3
2709,2021-05-12,Movistar Riders,Izako Boars,Europe,Poland,Inferno,16,7,ESEA Premier Season 37 Europe,23,9,1,EU,EU,2
2710,2021-05-12,Izako Boars,Movistar Riders,Poland,Europe,Nuke,22,19,ESEA Premier Season 37 Europe,41,3,1,EU,EU,2
2711,2021-05-12,Movistar Riders,Izako Boars,Europe,Poland,Vertigo,16,12,ESEA Premier Season 37 Europe,28,4,1,EU,EU,2
2712,2021-05-12,Trident,Marlian,Russia,Ukraine,Overpass,16,4,EPIC League CIS 2021,20,12,1,CIS,CIS,3
2713,2021-05-12,Marlian,Trident,Ukraine,Russia,Nuke,16,6,EPIC League CIS 2021,22,10,1,CIS,CIS,3
2714,2021-05-12,Trident,Marlian,Russia,Ukraine,Train,16,8,EPIC League CIS 2021,24,8,1,CIS,CIS,3
2715,2021-05-12,Sprout,Heroic,Germany,Denmark,Nuke,7,16,Flashpoint 3,23,-9,2,EU,EU,3
2716,2021-05-12,Heroic,Sprout,Denmark,Germany,Vertigo,16,7,Flashpoint 3,23,9,1,EU,EU,3
2717,2021-05-12,SKADE,ENCE,Bulgaria,Europe,Inferno,8,16,LOOT.BET Season 9,24,-8,2,EU,EU,3
2718,2021-05-12,ENCE,SKADE,Europe,Bulgaria,Train,13,16,LOOT.BET Season 9,29,-3,2,EU,EU,3
2719,2021-05-12,ENCE,SKADE,Europe,Bulgaria,Overpass,19,16,LOOT.BET Season 9,35,3,1,EU,EU,3
2720,2021-05-12,Copenhagen Flames,Movistar Riders,Denmark,Europe,Overpass,23,25,REPUBLEAGUE TIPOS Season 1,48,-2,2,EU,EU,2
2721,2021-05-12,Movistar Riders,Copenhagen Flames,Europe,Denmark,Inferno,16,11,REPUBLEAGUE TIPOS Season 1,27,5,1,EU,EU,2
2722,2021-05-12,Dignitas,Young Ninjas,Sweden,Sweden,Vertigo,16,10,LOOT.BET Season 9,26,6,1,EU,EU,3
2723,2021-05-12,Dignitas,Young Ninjas,Sweden,Sweden,Nuke,8,16,LOOT.BET Season 9,24,-8,2,EU,EU,3
2724,2021-05-12,Dignitas,Young Ninjas,Sweden,Sweden,Inferno,16,10,LOOT.BET Season 9,26,6,1,EU,EU,3
2725,2021-05-11,fnatic,MOUZ,Sweden,Europe,Overpass,4,16,Flashpoint 3,20,-12,2,EU,EU,3
2726,2021-05-11,MOUZ,fnatic,Europe,Sweden,Inferno,16,8,Flashpoint 3,24,8,1,EU,EU,3
2727,2021-05-11,Sinners,Endpoint,Czech Republic,United Kingdom,Overpass,16,12,ESEA Premier Season 37 Europe,28,4,1,EU,EU,2
2728,2021-05-11,Endpoint,Sinners,United Kingdom,Czech Republic,Vertigo,10,16,ESEA Premier Season 37 Europe,26,-6,2,EU,EU,2
2729,2021-05-11,Anonymo,Movistar Riders,Poland,Europe,Mirage,16,8,ESEA Premier Season 37 Europe,24,8,1,EU,EU,2
2730,2021-05-11,Movistar Riders,Anonymo,Europe,Poland,Nuke,16,11,ESEA Premier Season 37 Europe,27,5,1,EU,EU,2
2731,2021-05-11,Anonymo,Movistar Riders,Poland,Europe,Inferno,16,11,ESEA Premier Season 37 Europe,27,5,1,EU,EU,2
2732,2021-05-11,Complexity,BIG,Europe,Germany,Dust2,8,16,Flashpoint 3,24,-8,2,EU,EU,3
2733,2021-05-11,BIG,Complexity,Germany,Europe,Nuke,16,14,Flashpoint 3,30,2,1,EU,EU,3
2734,2021-05-11,Entropiq,Endpoint,Russia,United Kingdom,Mirage,16,13,LOOT.BET Season 9,29,3,1,CIS,EU,3
2735,2021-05-11,Entropiq,Endpoint,Russia,United Kingdom,Overpass,19,22,LOOT.BET Season 9,41,-3,2,CIS,EU,3
2736,2021-05-11,Endpoint,Entropiq,United Kingdom,Russia,Dust2,13,16,LOOT.BET Season 9,29,-3,2,EU,CIS,3
