Index,Date,Team1,Team2,Team1_country,Team2_country,Map,Team1_Score,Team2_Score,Event,Total_rounds,rnd_diff,winner,Team1_region,Team2_region,Event_priority
195,2021-10-20,G2,NIP,Europe,Sweden,Train,13,1,Battle of Betway 2021,14,12,1,EU,EU,3
196,2021-10-20,FURIA,BIG,Brazil,Germany,Tuscan,12,12,Battle of Betway 2021,24,0,2,SA,EU,3
197,2021-10-20,GamerLegion,fnatic,Sweden,United Kingdom,Overpass,5,16,DreamHack Open November 2021 Closed Qualifier,21,-11,2,EU,EU,2
198,2021-10-20,GamerLegion,fnatic,Sweden,United Kingdom,Mirage,16,14,DreamHack Open November 2021 Closed Qualifier,30,2,1,EU,EU,2
199,2021-10-20,Entropiq,Sinners,Russia,Czech Republic,Nuke,12,16,DreamHack Open November 2021 Closed Qualifier,28,-4,2,CIS,EU,2
200,2021-10-20,MAD Lions,SKADE,Europe,Bulgaria,Overpass,16,8,DreamHack Open November 2021 Closed Qualifier,24,8,1,EU,EU,2
201,2021-10-20,SKADE,MAD Lions,Bulgaria,Europe,Dust2,10,16,DreamHack Open November 2021 Closed Qualifier,26,-6,2,EU,EU,2
202,2021-10-20,Sinners,Entropiq,Czech Republic,Russia,Overpass,16,11,DreamHack Open November 2021 Closed Qualifier,27,5,1,EU,CIS,2
203,2021-10-20,fnatic,GamerLegion,United Kingdom,Sweden,Inferno,16,6,DreamHack Open November 2021 Closed Qualifier,22,10,1,EU,EU,2
204,2021-10-20,BIG,G2,Germany,Europe,Cobblestone,9,13,Battle of Betway 2021,22,-4,2,EU,EU,3
205,2021-10-20,NIP,BIG,Sweden,Germany,Cache,12,12,Battle of Betway 2021,24,0,2,EU,EU,3
206,2021-10-20,MOUZ NXT,1WIN,Europe,Russia,Nuke,11,16,Malta Vibes Knockout Series 3,27,-5,2,EU,CIS,3
207,2021-10-20,1WIN,MOUZ NXT,Russia,Europe,Mirage,16,9,Malta Vibes Knockout Series 3,25,7,1,CIS,EU,3
208,2021-10-20,MOUZ NXT,1WIN,Europe,Russia,Vertigo,16,10,Malta Vibes Knockout Series 3,26,6,1,EU,CIS,3
209,2021-10-20,FURIA,G2,Brazil,Europe,Cache,13,11,Battle of Betway 2021,24,2,1,SA,EU,3
210,2021-10-20,GamerLegion,forZe,Sweden,Russia,Mirage,16,4,DreamHack Open November 2021 Closed Qualifier,20,12,1,EU,CIS,2
211,2021-10-20,GamerLegion,forZe,Sweden,Russia,Overpass,16,13,DreamHack Open November 2021 Closed Qualifier,29,3,1,EU,CIS,2
212,2021-10-20,forZe,GamerLegion,Russia,Sweden,Inferno,16,11,DreamHack Open November 2021 Closed Qualifier,27,5,1,CIS,EU,2
213,2021-10-20,MAD Lions,Entropiq,Europe,Russia,Overpass,16,12,DreamHack Open November 2021 Closed Qualifier,28,4,1,EU,CIS,2
214,2021-10-20,Entropiq,MAD Lions,Russia,Europe,Nuke,8,16,DreamHack Open November 2021 Closed Qualifier,24,-8,2,CIS,EU,2
215,2021-10-20,SKADE,Sinners,Bulgaria,Czech Republic,Vertigo,16,6,DreamHack Open November 2021 Closed Qualifier,22,10,1,EU,EU,2
216,2021-10-20,Sinners,SKADE,Czech Republic,Bulgaria,Overpass,10,16,DreamHack Open November 2021 Closed Qualifier,26,-6,2,EU,EU,2
217,2021-10-20,Lyngby Vikings,AVE,Denmark,Russia,Ancient,16,13,Malta Vibes Knockout Series 3,29,3,1,EU,CIS,3
218,2021-10-20,Lyngby Vikings,AVE,Denmark,Russia,Inferno,16,11,Malta Vibes Knockout Series 3,27,5,1,EU,CIS,3
219,2021-10-19,AVE,INDE IRAE,Russia,Russia,Nuke,16,11,Malta Vibes Knockout Series 3,27,5,1,CIS,CIS,3
220,2021-10-19,INDE IRAE,AVE,Russia,Russia,Overpass,10,16,Malta Vibes Knockout Series 3,26,-6,2,CIS,CIS,3
221,2021-10-19,FunPlus Phoenix,ENCE,Europe,Europe,Dust2,16,19,IEM Winter 2021 Europe Closed Qualifier,35,-3,2,EU,EU,2
222,2021-10-19,ENCE,FunPlus Phoenix,Europe,Europe,Vertigo,16,12,IEM Winter 2021 Europe Closed Qualifier,28,4,1,EU,EU,2
223,2021-10-19,MOUZ NXT,Young Ninjas,Europe,Sweden,Vertigo,16,2,Malta Vibes Knockout Series 3,18,14,1,EU,EU,3
224,2021-10-19,Young Ninjas,MOUZ NXT,Sweden,Europe,Nuke,7,16,Malta Vibes Knockout Series 3,23,-9,2,EU,EU,3
225,2021-10-19,Spirit,FunPlus Phoenix,Russia,Europe,Nuke,9,16,IEM Winter 2021 Europe Closed Qualifier,25,-7,2,CIS,EU,2
226,2021-10-19,FunPlus Phoenix,Spirit,Europe,Russia,Overpass,7,16,IEM Winter 2021 Europe Closed Qualifier,23,-9,2,EU,CIS,2
227,2021-10-19,Spirit,FunPlus Phoenix,Russia,Europe,Inferno,2,16,IEM Winter 2021 Europe Closed Qualifier,18,-14,2,CIS,EU,2
228,2021-10-19,K23,ENCE,Russia,Europe,Nuke,12,16,IEM Winter 2021 Europe Closed Qualifier,28,-4,2,CIS,EU,2
229,2021-10-19,ENCE,K23,Europe,Russia,Overpass,16,3,IEM Winter 2021 Europe Closed Qualifier,19,13,1,EU,CIS,2
230,2021-10-19,1WIN,Galaxy Racer,Russia,Sweden,Overpass,16,14,Malta Vibes Knockout Series 3,30,2,1,CIS,EU,3
231,2021-10-19,Galaxy Racer,1WIN,Sweden,Russia,Vertigo,10,16,Malta Vibes Knockout Series 3,26,-6,2,EU,CIS,3
232,2021-10-18,K23,MOUZ,Russia,Europe,Nuke,8,16,IEM Winter 2021 Europe Closed Qualifier,24,-8,2,CIS,EU,2
233,2021-10-18,MOUZ,K23,Europe,Russia,Inferno,22,18,IEM Winter 2021 Europe Closed Qualifier,40,4,1,EU,CIS,2
234,2021-10-18,9z,Spirit,South America,Russia,Nuke,12,16,IEM Winter 2021 Europe Closed Qualifier,28,-4,2,SA,CIS,2
235,2021-10-18,Spirit,9z,Russia,South America,Mirage,16,10,IEM Winter 2021 Europe Closed Qualifier,26,6,1,CIS,SA,2
236,2021-10-18,FunPlus Phoenix,fnatic,Europe,United Kingdom,Overpass,13,16,IEM Winter 2021 Europe Closed Qualifier,29,-3,2,EU,EU,2
237,2021-10-18,fnatic,FunPlus Phoenix,United Kingdom,Europe,Vertigo,16,12,IEM Winter 2021 Europe Closed Qualifier,28,4,1,EU,EU,2
238,2021-10-18,Complexity,ENCE,Europe,Europe,Mirage,5,16,IEM Winter 2021 Europe Closed Qualifier,21,-11,2,EU,EU,2
239,2021-10-18,ENCE,Complexity,Europe,Europe,Overpass,16,11,IEM Winter 2021 Europe Closed Qualifier,27,5,1,EU,EU,2
240,2021-10-18,AVE,Finest,Russia,Europe,Inferno,22,20,Malta Vibes Knockout Series 3,42,2,1,CIS,EU,3
241,2021-10-18,Finest,AVE,Europe,Russia,Ancient,13,16,Malta Vibes Knockout Series 3,29,-3,2,EU,CIS,3
242,2021-10-18,AVE,Finest,Russia,Europe,Overpass,14,16,Malta Vibes Knockout Series 3,30,-2,2,CIS,EU,3
243,2021-10-18,Spirit,K23,Russia,Russia,Mirage,6,16,IEM Winter 2021 Europe Closed Qualifier,22,-10,2,CIS,CIS,2
244,2021-10-18,K23,Spirit,Russia,Russia,Nuke,10,16,IEM Winter 2021 Europe Closed Qualifier,26,-6,2,CIS,CIS,2
245,2021-10-18,Spirit,K23,Russia,Russia,Inferno,23,25,IEM Winter 2021 Europe Closed Qualifier,48,-2,2,CIS,CIS,2
246,2021-10-18,FunPlus Phoenix,ENCE,Europe,Europe,Overpass,16,10,IEM Winter 2021 Europe Closed Qualifier,26,6,1,EU,EU,2
247,2021-10-18,FunPlus Phoenix,ENCE,Europe,Europe,Ancient,16,14,IEM Winter 2021 Europe Closed Qualifier,30,2,1,EU,EU,2
248,2021-10-18,9z,MOUZ,South America,Europe,Vertigo,16,19,IEM Winter 2021 Europe Closed Qualifier,35,-3,2,SA,EU,2
249,2021-10-18,fnatic,Complexity,United Kingdom,Europe,Nuke,16,5,IEM Winter 2021 Europe Closed Qualifier,21,11,1,EU,EU,2
250,2021-10-18,MOUZ,9z,Europe,South America,Dust2,16,8,IEM Winter 2021 Europe Closed Qualifier,24,8,1,EU,SA,2
251,2021-10-18,Complexity,fnatic,Europe,United Kingdom,Inferno,6,16,IEM Winter 2021 Europe Closed Qualifier,22,-10,2,EU,EU,2
252,2021-10-18,ENCE,FunPlus Phoenix,Europe,Europe,Nuke,16,9,IEM Winter 2021 Europe Closed Qualifier,25,7,1,EU,EU,2
253,2021-10-18,Unique,MOUZ NXT,Kazakhstan,Europe,Mirage,11,16,Pinnacle Fall Series 2,27,-5,2,CIS,EU,3
254,2021-10-18,MOUZ NXT,Unique,Europe,Kazakhstan,Ancient,13,16,Pinnacle Fall Series 2,29,-3,2,EU,CIS,3
255,2021-10-18,Unique,MOUZ NXT,Kazakhstan,Europe,Inferno,13,16,Pinnacle Fall Series 2,29,-3,2,CIS,EU,3
256,2021-10-18,Galaxy Racer,Lyngby Vikings,Sweden,Denmark,Vertigo,6,16,Pinnacle Fall Series 2,22,-10,2,EU,EU,3
257,2021-10-18,Lyngby Vikings,Galaxy Racer,Denmark,Sweden,Inferno,16,14,Pinnacle Fall Series 2,30,2,1,EU,EU,3
258,2021-10-18,Party Astronauts,Extra Salt,United States,North America,Nuke,22,20,ESEA Premier Season 38 North America,42,2,1,N_A,N_A,2
259,2021-10-18,Extra Salt,Party Astronauts,North America,United States,Ancient,11,16,ESEA Premier Season 38 North America,27,-5,2,N_A,N_A,2
260,2021-10-18,Party Astronauts,Extra Salt,United States,North America,Overpass,7,16,ESEA Premier Season 38 North America,23,-9,2,N_A,N_A,2
261,2021-10-18,Extra Salt,Party Astronauts,North America,United States,Inferno,6,16,ESEA Premier Season 38 North America,22,-10,2,N_A,N_A,2
262,2021-10-18,Bad News Bears,TeamOne,United States,Brazil,Mirage,16,8,ESEA Autumn 2021 Cash Cup 2 North America,24,8,1,N_A,SA,2
263,2021-10-18,TeamOne,Bad News Bears,Brazil,United States,Inferno,4,16,ESEA Autumn 2021 Cash Cup 2 North America,20,-12,2,SA,N_A,2
264,2021-10-17,Sharks,INDE IRAE,Brazil,Russia,Nuke,13,16,Malta Vibes Knockout Series 3,29,-3,2,SA,CIS,3
265,2021-10-17,INDE IRAE,Sharks,Russia,Brazil,Vertigo,9,16,Malta Vibes Knockout Series 3,25,-7,2,CIS,SA,3
266,2021-10-17,Sharks,INDE IRAE,Brazil,Russia,Ancient,13,16,Malta Vibes Knockout Series 3,29,-3,2,SA,CIS,3
267,2021-10-17,AGO,Anonymo,Poland,Poland,Nuke,16,6,ESEA Premier Season 38 Europe,22,10,1,EU,EU,2
268,2021-10-17,Anonymo,AGO,Poland,Poland,Dust2,17,19,ESEA Premier Season 38 Europe,36,-2,2,EU,EU,2
269,2021-10-17,MAD Lions,Liquid,Europe,United States,Inferno,13,16,BLAST Premier Fall Showdown 2021,29,-3,2,EU,N_A,1
270,2021-10-17,Liquid,MAD Lions,United States,Europe,Nuke,16,9,BLAST Premier Fall Showdown 2021,25,7,1,N_A,EU,1
271,2021-10-17,OG,Heroic,Europe,Denmark,Overpass,11,16,BLAST Premier Fall Showdown 2021,27,-5,2,EU,EU,1
272,2021-10-17,Heroic,OG,Denmark,Europe,Inferno,16,12,BLAST Premier Fall Showdown 2021,28,4,1,EU,EU,1
273,2021-10-16,Liquid,Virtus.pro,United States,CIS,Overpass,16,12,BLAST Premier Fall Showdown 2021,28,4,1,N_A,CIS,1
274,2021-10-16,Virtus.pro,Liquid,CIS,United States,Vertigo,16,9,BLAST Premier Fall Showdown 2021,25,7,1,CIS,N_A,1
275,2021-10-16,Liquid,Virtus.pro,United States,CIS,Inferno,16,14,BLAST Premier Fall Showdown 2021,30,2,1,N_A,CIS,1
276,2021-10-16,Entropiq,9z,Russia,South America,Overpass,14,16,IEM Winter 2021 Europe Open Qualifier 2,30,-2,2,CIS,SA,2
277,2021-10-16,9z,Entropiq,South America,Russia,Ancient,8,16,IEM Winter 2021 Europe Open Qualifier 2,24,-8,2,SA,CIS,2
278,2021-10-16,9z,Entropiq,South America,Russia,Mirage,16,8,IEM Winter 2021 Europe Open Qualifier 2,24,8,1,SA,CIS,2
279,2021-10-16,Anonymo,BLINK,Poland,Albania,Vertigo,16,11,ESEA Premier Season 38 Europe,27,5,1,EU,EU,2
280,2021-10-16,Anonymo,BLINK,Poland,Albania,Mirage,16,12,ESEA Premier Season 38 Europe,28,4,1,EU,EU,2
281,2021-10-16,Copenhagen Flames,Endpoint,Denmark,United Kingdom,Vertigo,16,14,ESEA Premier Season 38 Europe Relegation,30,2,1,EU,EU,2
282,2021-10-16,Copenhagen Flames,Endpoint,Denmark,United Kingdom,Dust2,15,19,ESEA Premier Season 38 Europe Relegation,34,-4,2,EU,EU,2
283,2021-10-16,Endpoint,Copenhagen Flames,United Kingdom,Denmark,Ancient,12,16,ESEA Premier Season 38 Europe Relegation,28,-4,2,EU,EU,2
284,2021-10-16,MAD Lions,G2,Europe,Europe,Inferno,19,17,BLAST Premier Fall Showdown 2021,36,2,1,EU,EU,1
285,2021-10-16,MAD Lions,G2,Europe,Europe,Mirage,19,16,BLAST Premier Fall Showdown 2021,35,3,1,EU,EU,1
286,2021-10-16,G2,MAD Lions,Europe,Europe,Ancient,16,4,BLAST Premier Fall Showdown 2021,20,12,1,EU,EU,1
287,2021-10-15,9z,Finest,South America,Europe,Dust2,16,11,IEM Winter 2021 Europe Open Qualifier 2,27,5,1,SA,EU,2
288,2021-10-15,DBL PONEY,BLINK,France,Albania,Ancient,13,16,ESEA Premier Season 38 Europe,29,-3,2,EU,EU,2
289,2021-10-15,DBL PONEY,BLINK,France,Albania,Vertigo,11,16,ESEA Premier Season 38 Europe,27,-5,2,EU,EU,2
290,2021-10-15,Fiend,Copenhagen Flames,Bulgaria,Denmark,Nuke,16,8,Elisa Invitational Fall 2021,24,8,1,EU,EU,3
291,2021-10-15,Fiend,Copenhagen Flames,Bulgaria,Denmark,Inferno,16,2,Elisa Invitational Fall 2021,18,14,1,EU,EU,3
292,2021-10-15,Nemiga,Movistar Riders,Belarus,Spain,Inferno,5,16,ESEA Premier Season 38 Europe Relegation,21,-11,2,CIS,EU,2
293,2021-10-15,Movistar Riders,Nemiga,Spain,Belarus,Mirage,16,11,ESEA Premier Season 38 Europe Relegation,27,5,1,EU,CIS,2
294,2021-10-15,1WIN,Endpoint,Russia,United Kingdom,Mirage,16,12,ESEA Premier Season 38 Europe Relegation,28,4,1,CIS,EU,2
295,2021-10-15,Endpoint,1WIN,United Kingdom,Russia,Vertigo,14,16,ESEA Premier Season 38 Europe Relegation,30,-2,2,EU,CIS,2
296,2021-10-15,Complexity,OG,Europe,Europe,Dust2,12,16,BLAST Premier Fall Showdown 2021,28,-4,2,EU,EU,1
297,2021-10-15,OG,Complexity,Europe,Europe,Mirage,16,0,BLAST Premier Fall Showdown 2021,16,16,1,EU,EU,1
298,2021-10-15,Copenhagen Flames,Gambit,Denmark,Russia,Mirage,16,13,Elisa Invitational Fall 2021,29,3,1,EU,CIS,3
299,2021-10-15,Gambit,Copenhagen Flames,Russia,Denmark,Ancient,13,16,Elisa Invitational Fall 2021,29,-3,2,CIS,EU,3
300,2021-10-15,Dignitas,Heroic,Sweden,Denmark,Overpass,13,16,BLAST Premier Fall Showdown 2021,29,-3,2,EU,EU,1
301,2021-10-15,Heroic,Dignitas,Denmark,Sweden,Nuke,19,16,BLAST Premier Fall Showdown 2021,35,3,1,EU,EU,1
302,2021-10-15,1WIN,FunPlus Phoenix,Russia,Europe,Nuke,9,16,Pinnacle Fall Series 2,25,-7,2,CIS,EU,3
303,2021-10-15,FunPlus Phoenix,1WIN,Europe,Russia,Dust2,16,9,Pinnacle Fall Series 2,25,7,1,EU,CIS,3
304,2021-10-15,Lyngby Vikings,Fiend,Denmark,Bulgaria,Mirage,7,16,Elisa Invitational Fall 2021,23,-9,2,EU,EU,3
305,2021-10-15,Fiend,Lyngby Vikings,Bulgaria,Denmark,Ancient,16,11,Elisa Invitational Fall 2021,27,5,1,EU,EU,3
306,2021-10-15,MAD Lions,Evil Geniuses,Europe,North America,Dust2,16,12,BLAST Premier Fall Showdown 2021,28,4,1,EU,N_A,1
307,2021-10-15,Evil Geniuses,MAD Lions,North America,Europe,Nuke,13,16,BLAST Premier Fall Showdown 2021,29,-3,2,N_A,EU,1
308,2021-10-15,INDE IRAE,Unique,Russia,Kazakhstan,Overpass,10,16,Pinnacle Fall Series 2,26,-6,2,CIS,CIS,3
309,2021-10-15,Unique,INDE IRAE,Kazakhstan,Russia,Mirage,16,14,Pinnacle Fall Series 2,30,2,1,CIS,CIS,3
310,2021-10-14,Copenhagen Flames,fnatic,Denmark,Europe,Overpass,16,14,Elisa Invitational Fall 2021,30,2,1,EU,EU,3
311,2021-10-14,fnatic,Copenhagen Flames,Europe,Denmark,Vertigo,12,16,Elisa Invitational Fall 2021,28,-4,2,EU,EU,3
312,2021-10-14,Anonymo,AGO,Poland,Poland,Vertigo,16,19,ESEA Premier Season 38 Europe,35,-3,2,EU,EU,2
313,2021-10-14,Anonymo,AGO,Poland,Poland,Ancient,16,14,ESEA Premier Season 38 Europe,30,2,1,EU,EU,2
314,2021-10-14,AGO,Anonymo,Poland,Poland,Mirage,16,10,ESEA Premier Season 38 Europe,26,6,1,EU,EU,2
315,2021-10-14,LDLC,BLINK,France,Albania,Mirage,8,16,ESEA Premier Season 38 Europe,24,-8,2,EU,EU,2
316,2021-10-14,BLINK,LDLC,Albania,France,Dust2,16,8,ESEA Premier Season 38 Europe,24,8,1,EU,EU,2
317,2021-10-14,9z,Liquid,South America,United States,Inferno,6,16,BLAST Premier Fall Showdown 2021,22,-10,2,SA,N_A,1
318,2021-10-14,Liquid,9z,United States,South America,Nuke,16,3,BLAST Premier Fall Showdown 2021,19,13,1,N_A,SA,1
319,2021-10-14,Lyngby Vikings,ENCE,Denmark,Europe,Ancient,16,1,Elisa Invitational Fall 2021,17,15,1,EU,EU,3
320,2021-10-14,Lyngby Vikings,ENCE,Denmark,Europe,Dust2,14,16,Elisa Invitational Fall 2021,30,-2,2,EU,EU,3
321,2021-10-14,ENCE,Lyngby Vikings,Europe,Denmark,Vertigo,11,16,Elisa Invitational Fall 2021,27,-5,2,EU,EU,3
322,2021-10-14,Movistar Riders,Virtus.pro,Spain,CIS,Mirage,8,16,BLAST Premier Fall Showdown 2021,24,-8,2,EU,CIS,1
323,2021-10-14,Virtus.pro,Movistar Riders,CIS,Spain,Vertigo,16,14,BLAST Premier Fall Showdown 2021,30,2,1,CIS,EU,1
324,2021-10-14,HAVU,Unique,Finland,Kazakhstan,Ancient,16,10,Pinnacle Fall Series 2,26,6,1,EU,CIS,3
325,2021-10-14,Unique,HAVU,Kazakhstan,Finland,Mirage,8,16,Pinnacle Fall Series 2,24,-8,2,CIS,EU,3
326,2021-10-14,K23,INDE IRAE,Russia,Russia,Ancient,8,16,Pinnacle Fall Series 2,24,-8,2,CIS,CIS,3
327,2021-10-14,INDE IRAE,K23,Russia,Russia,Inferno,16,14,Pinnacle Fall Series 2,30,2,1,CIS,CIS,3
328,2021-10-14,K23,INDE IRAE,Russia,Russia,Nuke,16,14,Pinnacle Fall Series 2,30,2,1,CIS,CIS,3
329,2021-10-14,SKADE,Galaxy Racer,Bulgaria,Sweden,Overpass,4,16,Pinnacle Fall Series 2,20,-12,2,EU,EU,3
330,2021-10-14,Galaxy Racer,SKADE,Sweden,Bulgaria,Dust2,16,10,Pinnacle Fall Series 2,26,6,1,EU,EU,3
331,2021-10-14,Party Astronauts,Extra Salt,United States,North America,Nuke,9,16,ESEA Premier Season 38 North America,25,-7,2,N_A,N_A,2
332,2021-10-14,Party Astronauts,Extra Salt,United States,North America,Overpass,12,16,ESEA Premier Season 38 North America,28,-4,2,N_A,N_A,2
333,2021-10-14,Extra Salt,Party Astronauts,North America,United States,Inferno,10,16,ESEA Premier Season 38 North America,26,-6,2,N_A,N_A,2
334,2021-10-13,Fiend,BIG,Bulgaria,Germany,Nuke,16,7,Elisa Invitational Fall 2021,23,9,1,EU,EU,3
335,2021-10-13,BIG,Fiend,Germany,Bulgaria,Inferno,9,16,Elisa Invitational Fall 2021,25,-7,2,EU,EU,3
336,2021-10-13,AGO,DBL PONEY,Poland,France,Vertigo,16,6,ESEA Premier Season 38 Europe,22,10,1,EU,EU,2
337,2021-10-13,DBL PONEY,AGO,France,Poland,Ancient,5,16,ESEA Premier Season 38 Europe,21,-11,2,EU,EU,2
338,2021-10-13,Anonymo,BLINK,Poland,Albania,Inferno,16,14,ESEA Premier Season 38 Europe,30,2,1,EU,EU,2
339,2021-10-13,BLINK,Anonymo,Albania,Poland,Vertigo,17,19,ESEA Premier Season 38 Europe,36,-2,2,EU,EU,2
340,2021-10-13,Sprout,LDLC,Germany,France,Dust2,12,16,ESEA Premier Season 38 Europe,28,-4,2,EU,EU,2
341,2021-10-13,Sprout,LDLC,Germany,France,Inferno,16,13,ESEA Premier Season 38 Europe,29,3,1,EU,EU,2
342,2021-10-13,LDLC,Sprout,France,Germany,Vertigo,16,8,ESEA Premier Season 38 Europe,24,8,1,EU,EU,2
343,2021-10-13,FunPlus Phoenix,Lyngby Vikings,Europe,Denmark,Vertigo,13,16,Pinnacle Fall Series 2,29,-3,2,EU,EU,3
344,2021-10-13,FunPlus Phoenix,Lyngby Vikings,Europe,Denmark,Ancient,7,16,Pinnacle Fall Series 2,23,-9,2,EU,EU,3
345,2021-10-13,Lyngby Vikings,FunPlus Phoenix,Denmark,Europe,Inferno,14,16,Pinnacle Fall Series 2,30,-2,2,EU,EU,3
346,2021-10-13,1WIN,Nemiga,Russia,Belarus,Nuke,10,16,Pinnacle Fall Series 2,26,-6,2,CIS,CIS,3
347,2021-10-13,1WIN,Nemiga,Russia,Belarus,Mirage,16,1,Pinnacle Fall Series 2,17,15,1,CIS,CIS,3
348,2021-10-13,Nemiga,1WIN,Belarus,Russia,Vertigo,22,18,Pinnacle Fall Series 2,40,4,1,CIS,CIS,3
349,2021-10-13,HAVU,Gambit,Finland,Russia,Mirage,3,16,Elisa Invitational Fall 2021,19,-13,2,EU,CIS,3
350,2021-10-13,HAVU,Gambit,Finland,Russia,Dust2,10,16,Elisa Invitational Fall 2021,26,-6,2,EU,CIS,3
351,2021-10-13,paiN,OG,Brazil,Europe,Inferno,6,16,BLAST Premier Fall Showdown 2021,22,-10,2,SA,EU,1
352,2021-10-13,OG,paiN,Europe,Brazil,Ancient,16,13,BLAST Premier Fall Showdown 2021,29,3,1,EU,SA,1
353,2021-10-13,Unique,SKADE,Kazakhstan,Bulgaria,Overpass,16,12,Pinnacle Fall Series 2,28,4,1,CIS,EU,3
354,2021-10-13,Unique,SKADE,Kazakhstan,Bulgaria,Mirage,14,16,Pinnacle Fall Series 2,30,-2,2,CIS,EU,3
355,2021-10-13,SKADE,Unique,Bulgaria,Kazakhstan,Dust2,9,16,Pinnacle Fall Series 2,25,-7,2,EU,CIS,3
356,2021-10-13,HAVU,MOUZ NXT,Finland,Europe,Mirage,8,16,Pinnacle Fall Series 2,24,-8,2,EU,EU,3
357,2021-10-13,MOUZ NXT,HAVU,Europe,Finland,Dust2,16,10,Pinnacle Fall Series 2,26,6,1,EU,EU,3
358,2021-10-13,Endpoint,INDE IRAE,Europe,Russia,Ancient,7,16,Pinnacle Fall Series 2,23,-9,2,EU,CIS,3
359,2021-10-13,INDE IRAE,Endpoint,Russia,Europe,Inferno,16,14,Pinnacle Fall Series 2,30,2,1,CIS,EU,3
360,2021-10-13,Endpoint,INDE IRAE,Europe,Russia,Mirage,16,14,Pinnacle Fall Series 2,30,2,1,EU,CIS,3
361,2021-10-12,Fiend,SKADE,Bulgaria,Bulgaria,Overpass,16,3,Elisa Invitational Fall 2021,19,13,1,EU,EU,3
362,2021-10-12,Fiend,SKADE,Bulgaria,Bulgaria,Ancient,9,16,Elisa Invitational Fall 2021,25,-7,2,EU,EU,3
363,2021-10-12,SKADE,Fiend,Bulgaria,Bulgaria,Inferno,11,16,Elisa Invitational Fall 2021,27,-5,2,EU,EU,3
364,2021-10-12,AGO,Sprout,Poland,Germany,Vertigo,16,9,ESEA Premier Season 38 Europe,25,7,1,EU,EU,2
365,2021-10-12,Sprout,AGO,Germany,Poland,Ancient,20,22,ESEA Premier Season 38 Europe,42,-2,2,EU,EU,2
366,2021-10-12,LDLC,DBL PONEY,France,France,Vertigo,6,16,ESEA Premier Season 38 Europe,22,-10,2,EU,EU,2
367,2021-10-12,DBL PONEY,LDLC,France,France,Inferno,16,9,ESEA Premier Season 38 Europe,25,7,1,EU,EU,2
368,2021-10-12,Unique,FunPlus Phoenix,Kazakhstan,Europe,Nuke,7,16,Pinnacle Fall Series 2,23,-9,2,CIS,EU,3
369,2021-10-12,FunPlus Phoenix,Unique,Europe,Kazakhstan,Overpass,16,13,Pinnacle Fall Series 2,29,3,1,EU,CIS,3
370,2021-10-12,Galaxy Racer,HAVU,Sweden,Finland,Dust2,10,16,Pinnacle Fall Series 2,26,-6,2,EU,EU,3
371,2021-10-12,HAVU,Galaxy Racer,Finland,Sweden,Ancient,16,9,Pinnacle Fall Series 2,25,7,1,EU,EU,3
372,2021-10-12,Finest,Copenhagen Flames,Europe,Denmark,Overpass,14,16,Elisa Invitational Fall 2021,30,-2,2,EU,EU,3
373,2021-10-12,Finest,Copenhagen Flames,Europe,Denmark,Ancient,11,16,Elisa Invitational Fall 2021,27,-5,2,EU,EU,3
374,2021-10-12,Finest,Copenhagen Flames,Europe,Denmark,Inferno,16,9,Elisa Invitational Fall 2021,25,7,1,EU,EU,3
375,2021-10-12,Fiend,Dignitas,Bulgaria,Sweden,Nuke,13,16,BLAST Premier Fall Showdown 2021,29,-3,2,EU,EU,1
376,2021-10-12,Dignitas,Fiend,Sweden,Bulgaria,Mirage,16,9,BLAST Premier Fall Showdown 2021,25,7,1,EU,EU,1
377,2021-10-12,Lyngby Vikings,SKADE,Denmark,Bulgaria,Inferno,16,7,Pinnacle Fall Series 2,23,9,1,EU,EU,3
378,2021-10-12,Lyngby Vikings,SKADE,Denmark,Bulgaria,Dust2,14,16,Pinnacle Fall Series 2,30,-2,2,EU,EU,3
379,2021-10-12,SKADE,Lyngby Vikings,Bulgaria,Denmark,Vertigo,4,16,Pinnacle Fall Series 2,20,-12,2,EU,EU,3
380,2021-10-12,INDE IRAE,Nemiga,Russia,Belarus,Nuke,14,16,Pinnacle Fall Series 2,30,-2,2,CIS,CIS,3
381,2021-10-12,Nemiga,INDE IRAE,Belarus,Russia,Mirage,16,10,Pinnacle Fall Series 2,26,6,1,CIS,CIS,3
382,2021-10-12,INDE IRAE,Nemiga,Russia,Belarus,Inferno,16,12,Pinnacle Fall Series 2,28,4,1,CIS,CIS,3
383,2021-10-12,1WIN,K23,Russia,Russia,Mirage,16,12,Pinnacle Fall Series 2,28,4,1,CIS,CIS,3
384,2021-10-12,K23,1WIN,Russia,Russia,Nuke,8,16,Pinnacle Fall Series 2,24,-8,2,CIS,CIS,3
385,2021-10-11,Lyngby Vikings,AGO,Denmark,Poland,Mirage,16,3,Elisa Invitational Fall 2021,19,13,1,EU,EU,3
386,2021-10-11,AGO,Lyngby Vikings,Poland,Denmark,Vertigo,13,16,Elisa Invitational Fall 2021,29,-3,2,EU,EU,3
387,2021-10-11,Nemiga,MOUZ NXT,Belarus,Europe,Nuke,14,16,Pinnacle Fall Series 2,30,-2,2,CIS,EU,3
388,2021-10-11,MOUZ NXT,Nemiga,Europe,Belarus,Inferno,16,4,Pinnacle Fall Series 2,20,12,1,EU,CIS,3
